Work ID,Warnings,Relationships,Characters,Other
41749017,Creator Chose Not To Use Archive Warnings,,"Depa Billaba, Obi-Wan Kenobi, Anakin Skywalker, Ahsoka Tano, Morningfire (Jedi), Barriss Offee, Luminara Unduli, CT-7567 | Rex, CC-2224 | Cody, Original Clone Character(s), Original Jedi Character(s) (Star Wars), CC-1004 | Gree, CC-10/994 | Grey, Clone Trooper Wooley (Star Wars), CT-6116 | Kix, Shaak Ti, ARC Commander Colt (Star Wars), Aayla Secura, Captain Deviss (Star Wars), CC-5052 | Bly","Eldritch Jedi (Star Wars), The clones are confused, Canon-Typical Violence, Practical clones, The Force is an eldritch horror and the jedi spend waaay too much time in it, Lack of coherent plot, Snippets"
44866123,No Archive Warnings Apply,Obi-Wan Kenobi & Anakin Skywalker,"Anakin Skywalker, Obi-Wan Kenobi, CT-7567 | Rex","Salt and Light, Post-Star Wars: Attack of the Clones, soft, Protective Anakin Skywalker, Watching Someone Sleep, this is about five or six months into the war, after Anakin has been knighted, they're on some unnamed planet, Clone Wars era, soft and sleepy, Anakin Skywalker Needs a Hug, Anakin Skywalker Loves Obi-Wan Kenobi, Obi-Wan Kenobi Loves Anakin Skywalker, Fluff and Angst, the angst was accidental and inevitable, Feels, Emotional Hurt/Comfort, Hugs, Friendship/Love, Obi-Wan Kenobi & Anakin Skywalker Friendship, Platonic Expressions of Affection, I'm still figuring out the GFFA, So please go easy on me"
44864485,"Graphic Depictions Of Violence, Major Character Death","Atreus & Ahsoka, Atreus & Kratos (God of War), Atreus & Mimir (God of War), Anakin Skywalker & Ahsoka Tano, Anakin Skywalker & Kratos, Kratos & Mimir (God of War), Mimir & Ahsoka, Mimir & Anakin Skywalker","Ahsoka Tano, Anakin Skywalker, Kratos (God of War), Atreus (God of War), Mimir (God of War), Freya (God of War), Baldur (God of War), Plo Koon, Obi-Wan Kenobi, 501st Legion Members (Star Wars: The Clone Wars)","Sad and Happy, Hurt/Comfort, Hurt No Comfort, Character Death, Fluff and Angst, Non-Canonical Character Death"
44864176,No Archive Warnings Apply,Poe Dameron/Finn/Rey,"Poe Dameron, Finn (Star Wars), Rey (Star Wars)","Fanart, Planet Kashyyyk (Star Wars), Tree Climbing, Candy Hearts, Candy Hearts Exchange"
44857213,No Archive Warnings Apply,"Qui-Gon Jinn & Obi-Wan Kenobi, Dooku & Qui-Gon Jinn, Dooku & Obi-Wan Kenobi","Obi-Wan Kenobi, Qui-Gon Jinn, Dooku | Darth Tyranus","Padawan Obi-Wan Kenobi, Nerd Obi-Wan Kenobi, Languages and Linguistics, Prosopagnosia, Obi-Wan has face blindness, Also Obi-Wan is Dooku's padawan, because why not?, Jedi Families (Star Wars), Dooku is a Good Master, Caring Qui-Gon Jinn, Obi-wan is precious and must be protected"
44860807,Creator Chose Not To Use Archive Warnings,No Romantic Relationship(s),"Obi-Wan Kenobi, Anakin Skywalker, Jaster Mereel, Jango Fett, Qui-Gon Jinn, Dooku | Darth Tyranus, Yoda (Star Wars), Sifo-Dyas (Star Wars)","Mandalorian Obi-Wan Kenobi, Mandalorian Culture (Star Wars), Jaster Mereel Lives, Mand'alor Jaster Mereel, Accidental Baby Acquisition, Post-Melida | Daan Civil War (Star Wars), Post-Traumatic Stress Disorder - PTSD, Jedi Master Dooku (Star Wars), Good Parent Jaster Mereel, Jedi Culture & Tradition (Star Wars), Bad Parent Qui-Gon Jinn, Hurt/Comfort, Angst with a Happy Ending, Jedi Lineages (Star Wars), Grandparents & Grandchildren, Grandparent Dooku (Star Wars), If Dooku is a loving grandfather, Sifo-Dyas will be the mysterious uncle who can see the future., Force Visions (Star Wars), Anakin Skywalker is the Chosen One"
44856475,No Archive Warnings Apply,"Plo Koon & Ahsoka Tano, Obi-Wan Kenobi & Ahsoka Tano, Anakin Skywalker & Ahsoka Tano, Ahsoka Tano & Mace Windu","Ahsoka Tano, Plo Koon, Obi-Wan Kenobi, Anakin Skywalker, Mace Windu","Fix-It, Fluff, Tooth-Rotting Fluff, Domestic Fluff, Alternate Universe - Canon Divergence, Alternate Universe - Everyone Lives/Nobody Dies, Ahsoka Tano-centric, Ahsoka Tano Gets a Hug, Ahsoka Tano Leaves the Jedi Order (and Comes Back), because we love her, Anakin Skywalker Needs a Hug, Anakin Skywalker Gets a Hug, Protective Obi-Wan Kenobi, Mentioned Mace Windu, he's nice okay, sometimes, sometimes you just gotta fix characterization, Parental Plo Koon, Caring Plo Koon, Plo Koon Acting as Ahsoka Tano's Parental Figure, Reunions"
44860327,No Archive Warnings Apply,Boba Fett/Fennec Shand,"Boba Fett, Fennec Shand",Cards
44860285,Creator Chose Not To Use Archive Warnings,captain phasma/reader,"Captain Phasma - Character, Reader","Hurt/Comfort, Training, Protectiveness, Soft Phasma, Overprotective"
44859898,No Archive Warnings Apply,"Dooku & Sifo-Dyas (Star Wars), Dooku/Sifo-Dyas (Star Wars)","Dooku (Star Wars), Dooku | Darth Tyranus, Sifo-Dyas (Star Wars)","Digital Art, Dancing, Slow Dancing, Ballroom Dancing, Royalty, Planet Serenno (Star Wars)"
44856088,Creator Chose Not To Use Archive Warnings,"Ferus Olin & Trilla Suduri, Ferus Olin & Roan Lands","Ferus Olin, Trilla Suduri | Second Sister, Roan Lands, Original Jedi Character(s) (Star Wars), Original Alien Character(s), Original Mandalorian Characters (Star Wars), Anakin Skywalker | Darth Vader","Alternate Universe - Canon Divergence, Ferus Olin Needs a Hug, Padawan Trilla Suduri | Second Sister, she's not an inquisitor yet, Electrocution, Implied/Referenced Torture, Torture, Blood and Injury, Angst, Angst and Hurt/Comfort, Whump, Febuwhump 2023"
44856028,No Archive Warnings Apply,Leia Organa & Luke Skywalker & Ahsoka Tano,"Luke Skywalker, Leia Organa, Ahsoka Tano","Unconventional Families, Adopted Children, birth family"
44855845,No Archive Warnings Apply,,,"Fanwork Research & Reference Guides, AO3 Statistics"
43175274,Creator Chose Not To Use Archive Warnings,,"Original Clone Character(s), CC-1010 | Fox, Jek (Star Wars), Rhys (Star Wars), CC-4477 | Thire, Coruscant Guard Trooper Hound (Star Wars), Coruscant Guard Clone Troopers (Star Wars), CC-5869 | Stone, Sheev Palpatine | Darth Sidious","One Shot Collection, Clone Troopers Deserve Better (Star Wars), Female Clone Troopers (Star Wars), Clone Troopers Speak Mando'a (Star Wars), Sheev Palpatine Being An Asshole, CC-1010 | Fox Needs A Hug, CC-1010 | Fox Deserves Better"
23571037,No Archive Warnings Apply,Obi-Wan Kenobi & Anakin Skywalker & Ahsoka Tano,"Obi-Wan Kenobi, Anakin Skywalker, Ahsoka Tano","Body Swap AU, Fix-It, maybe a little crack, Silly, sudden angst in chapter 5, this thing is kind of a mess, On Hiatus, Author's Note in Chapter 10"
44853322,No Archive Warnings Apply,"CC-3636 | Wolffe & Original Character(s), Plo Koon & Original Jedi Character(s), 104th Battalion | Wolfpack Battalion (Star Wars) & Original Character(s), Ahsoka Tano & Original Female Character(s)","Original Jedi Character(s) (Star Wars), CC-3636 | Wolffe, Plo Koon, 104th Battalion | Wolfpack Battalion Members (Star Wars: The Clone Wars), Ahsoka Tano","Jedi as Found Family (Star Wars), Clones, CC-3636 | Wolffe is So Done, Fluff, Mild Hurt/Comfort, Jedi Culture & Tradition (Star Wars), Clone Trooper Culture (Star Wars), Adopted Sibling Relationship"
44883232,No Archive Warnings Apply,Jon Antilles & Knol Ven'nari,"Jon Antilles, Knol Ven'nari","Developing Friendships, Gift Giving, Jedi Culture & Tradition (Star Wars), An'ya Kuro's A+ Parenting, Jon Antilles Needs a Hug, Touch-Starved, Touch Aversion, Implied/Referenced Child Abuse"
44868427,No Archive Warnings Apply,Ferus Olin & Darra Thel-Tanis & Tru Veld,"Ferus Olin, Darra Thel-Tanis, Tru Veld","Fluff, Friendship, Carnival"
44865556,No Archive Warnings Apply,Jon Antilles & Fay,"Jon Antilles, Fay (Star Wars)","Alternate Universe - College/University, Alternate Universe - Modern Setting, Implied/Referenced Child Abuse, Friendship, Best Friends, Jon Antilles Needs a Hug, Fay is a Good Best Friend, Quadruple Drabble, Fluffuary | Fluffy February 2023, Trans Female Character"
44828296,Creator Chose Not To Use Archive Warnings,Cassian Andor/Reader,"Cassian Andor, Reader","Gender-neutral! Reader, Fluff, Idiots in Love, Banter, Pre-Canon"
44851072,No Archive Warnings Apply,Crosshair & CT-21-0408 | CT-1409 | Echo & Hunter & Omega & Tech & Wrecker (Star Wars: The Bad Batch),"Omega (Star Wars: The Bad Batch), Crosshair (Star Wars: The Bad Batch), Hunter (Star Wars: The Bad Batch), Wrecker (Star Wars: The Bad Batch), Tech (Star Wars: The Bad Batch), CT-21-0408 | CT-1409 | Echo","Slice of Life, Morning Routines, Team as Family, Families of Choice, Fluff, Zine: Lost and Found: A Bad Batch Zine"
44849131,No Archive Warnings Apply,Leia Organa & Luke Skywalker & Han Solo,"Luke Skywalker, Han Solo, Leia Organa, Chewbacca (Star Wars)","Humor, Comedy, Friendship, Literal Sleeping Together, POV Luke Skywalker, Leia Organa is So Done, Minor Leia Organa/Han Solo"
44848654,No Archive Warnings Apply,CC-2224 | Cody/Obi-Wan Kenobi,"CC-2224 | Cody, Obi-Wan Kenobi, CT-7567 | Rex","Codywan is hinted at, Alternate Universe - Actors, Hijinks & Shenanigans, Fluff and Humor, Drabble"
44846395,No Archive Warnings Apply,,"Din Djarin, Grogu | Baby Yoda, Cara Dune, Bo-Katan Kryze, Moff Gideon (Star Wars), Ahsoka Tano",Retelling
44846779,"Creator Chose Not To Use Archive Warnings, No Archive Warnings Apply",,"Plo Koon, Tyvokka (Star Wars), Poli Dapatian, Yaddle (Star Wars), Original Jedi Character(s) (Star Wars), Original Mandalorian Characters (Star Wars)","Adorable Plo Koon, Padawan Plo Koon, Protective Mandalorians (Star Wars), Protective Tyvokka, Paternal Tyvokka, Chaos, Jedi Shenanigans (Star Wars), Cultural Differences, Culture Shock, Troll Yaddle, Plo Koon Does What Plo Koon Wants"
44846392,No Archive Warnings Apply,CC-5052 | Bly & CC-2224 | Cody & CC-1010 | Fox & CC-6454 | Ponds & CT-7567 | Rex & CC-3636 | Wolffe,"CC-1010 | Fox, CC-2224 | Cody, CC-3636 | Wolffe, CC-6454 | Ponds, CC-5052 | Bly","Alternate Universe - Canon Divergence, Dead Sheev Palpatine, Post-War, CT-27-5555 | ARC-5555 | Fives Lives, Coruscant Guard Troopers Need Hugs (Star Wars), Febuwhump 2023, Angst, Misunderstandings, Injury, Implied/Referenced Abuse"
44845546,Creator Chose Not To Use Archive Warnings,"CC-2224 | Cody & Omega (Star Wars: The Bad Batch), CC-2224 | Cody & Obi-Wan Kenobi","CC-2224 | Cody, Omega (Star Wars: The Bad Batch), Obi-Wan Kenobi (mentioned/implied)","Angst, Order 66 (Star Wars), Obi-Wan Kenobi Speaks Mando'a, Cody speaks Mando'a too, i guess, I go back and forth on that, POV CC-2224 | Cody, i wrote this in one sitting, No Beta, will there ever be a beta? i doubt it, Aro/Ace CC-2224 | Cody, not a major plot point but i like to mention it, gender-neutral pronouns for Omega mostly because Cody's not seeing any obvious gender markers"
44844433,No Archive Warnings Apply,"Alexsandr Kallus/Garazeb ""Zeb"" Orrelios","CT-7567 | Rex, Sabine Wren","Canon Compliant, Feelings Realization, Mutual Pining, Not the ‘oh’ you’re thinking of, A G Rated Fic? By US? It’s more likely than you think, Zeb is good with kids"
39614232,No Archive Warnings Apply,Poe Dameron/Din Djarin,"Poe Dameron, Din Djarin, Finn (Star Wars), Grogu | Baby Yoda, BB-8 (Star Wars)","Fluff, black holes and space-time fuckery, fast burn, bb-8 and grogu cuteness, space anomaly, that black hole in star trek explains everything, Time Travel, Somehow, ooc Din Djarin, OOC Poe Dameron, they're just in love you cant blame them, pedro said that the mandalorian would wait just so he could see poe?, im making that happen right now, poe and din are oblivious, finn and grogu and bb-8 ship it"
44842753,No Archive Warnings Apply,"Clone Force 99 | Bad Batch & Crosshair (Star Wars: Bad Batch), Crosshair & Omega (Star Wars: The Bad Batch)","Crosshair (Star Wars: The Bad Batch), Omega (Star Wars: The Bad Batch), Wrecker (Star Wars: The Bad Batch), CT-21-0408 | CT-1409 | Echo, Tech (Star Wars: The Bad Batch), Hunter (Star Wars: The Bad Batch)","Team as Family, Crosshair Needs a Hug (Star Wars: The Bad Batch), Emotional Hurt/Comfort, But mostly just comfort, Fluff, Zine: Lost and Found: A Bad Batch Zine"
44840974,No Archive Warnings Apply,,"Jango Fett, Leia Organa, Poe Dameron, Finn (Star Wars)","Time Travel, Planet Kamino (Star Wars), BAMF Leia Organa, Force-Sensitive Finn (Star Wars), Clone Troopers Deserve Better (Star Wars), Jango Fett has Issues"
44840176,No Archive Warnings Apply,,"Jar Jar Binks, Obi-Wan Kenobi, Luke Skywalker, Darth Vader, Han Solo, Chewbacca (Star Wars)","Humor, (hopefully), Canon Compliant, (Really)"
44839204,Creator Chose Not To Use Archive Warnings,"Kanan Jarrus & Ahsoka Tano, Ezra Bridger & Kanan Jarrus","Kanan Jarrus, Ahsoka Tano, Ezra Bridger, Sheev Palpatine | Darth Sidious, Thrawn | Mitth'raw'nuruodo, Purrgil King, Hera Syndulla, The Ghost Crew (Star Wars)","Purrgil Space Whales (Star Wars), The Force, POV Kanan Jarrus, Force Bond (Star Wars), Master & Padawan Relationship(s), Parental Kanan Jarrus, Kanan Jarrus Needs a Hug, Protective Kanan Jarrus, Kanan Jarrus Lives, Sighted Kanan Jarrus, Kanan Jarrus-centric, Protective Ahsoka Tano, Ahsoka Tano Lives, Clones, Jedi Temple (Star Wars), Pre-Star Wars: A New Hope, Mentioned Ezra Bridger, Grief/Mourning, Planet Lothal (Star Wars), Lothal Temple (Star Wars), Post-Liberation of Lothal (Star Wars), Moving On, Alternate Universe, Character Death, Implied/Referenced Character Death"
44838916,No Archive Warnings Apply,"Obi-Wan Kenobi & Anakin Skywalker, Padmé Amidala & Anakin Skywalker","Obi-Wan Kenobi, Anakin Skywalker, Qui-Gon Jinn","Master & Padawan Relationship(s), Fluff and Angst, Anakin Skywalker Needs a Hug, Alternate Universe - Canon Divergence, Obi-Wan Kenobi Loves Anakin Skywalker, Young Anakin Skywalker, That's Not How The Force Works (Star Wars), Anakin Skywalker is the Chosen One, Not Beta Read"
44837776,No Archive Warnings Apply,,CT-27-5555 | ARC-5555 | Fives,"Grief/Mourning, Mentioned CT-21-0408 | CT-1409 | Echo"
44836372,No Archive Warnings Apply,Din Djarin & Grogu | Baby Yoda,"Din Djarin, Grogu | Baby Yoda",Party
44836255,No Archive Warnings Apply,Darth Bane/Darth Zannah,"Darth Bane, Darth Zannah, Darth Cognus","Drabble, Fluff"
44825905,No Archive Warnings Apply,"Ezra Bridger & Kanan Jarrus, Ezra Bridger & Seventh Sister","Ezra Bridger, Seventh Sister (Star Wars), Kanan Jarrus, Hera Syndulla, Sabine Wren, Garazeb ""Zeb"" Orrelios, C1-10P | Chopper, Grand Inquisitor (mentioned), Depa Billaba (Mentioned)","Febuwhump, Febuwhump 2023, Ezra Bridger Needs a Hug, Hurt Ezra Bridger, Inquisitor Ezra Bridger, Alternate Universe - Canon Divergence, Mind Rape, Seventh Sister Is A Creep, Implied/Referenced Torture, seriously all of these guys are going to need therapy by the time I'm done, Memory Loss, Memory Alteration"
44813482,No Archive Warnings Apply,"Anakin Skywalker & Ahsoka Tano, CT-27-5555 | ARC-5555 | Fives & Ahsoka Tano, Ahsoka Tano & Original Clone Trooper Character(s), CT-5597 | Jesse & Ahsoka Tano","Ahsoka Tano, CT-7567 | Rex, Anakin Skywalker, CT-27-5555 | ARC-5555 | Fives, CT-5597 | Jesse, Original Clone Character(s), CC-1119 | Appo","Friendship, Humor, Comfort, One Shot, Ahsoka Tano is a Sibling to the Clones"
44833510,No Archive Warnings Apply,CC-2224 | Cody/Obi-Wan Kenobi,"CC-2224 | Cody, Obi-Wan Kenobi, Anakin Skywalker, Original Clone Character(s)","Nesting, Hijinks & Shenanigans, let me preface this by saying it is non sexual and non explicit, Alpha/Beta/Omega Dynamics, but solely for the jokes, Mutual Pining, courting, Pillow & Blanket Forts, Scenting, a very mild amount of angst"
36684169,No Archive Warnings Apply,"Obi-Wan Kenobi & Quinlan Vos, Dooku & Obi-Wan Kenobi, Dooku/Jocasta Nu, Dooku & Sifo-Dyas (Star Wars), Dooku & Yoda (Star Wars), Qui-Gon Jinn & Obi-Wan Kenobi, Obi-Wan Kenobi & Yoda, Dooku & Jocasta Nu, Dooku & Komari Vosa, Dooku & Jaster Mereel, Dooku & Jedi Council (Star Wars), Obi-Wan Kenobi & Sifo-Dyas, Dooku & Feemor & Obi-Wan Kenobi & Sifo-Dyas, Obi-Wan Kenobi & Komari Vosa, Feemor & Obi-Wan Kenobi","Obi-Wan Kenobi, Dooku (Star Wars), Jocasta Nu, Original Jedi Character(s), Original Mandalorian Characters (Star Wars), Yoda (Star Wars), Jedi Council (Star Wars), Mace Windu, Sifo-Dyas (Star Wars), Quinlan Vos, Qui-Gon Jinn, Bant Eerin, Jaster Mereel, Jango Fett, Arla Fett, Myles the Mandalorian (Star Wars), Original Characters, Dexter Jettster, Komari Vosa, Feemor (Star Wars), Sheev Palpatine | Darth Sidious, Death Watch Characters (Star Wars), Adonai Kryze","Young Obi-Wan Kenobi, good Komari Vosa, Komari Vosa is a jedi, Jaster Mereel Lives, Mand'alor Jaster Mereel, Arla Fett Lives, Arla Fett is not Death Watch, Alternate Universe - Canon Divergence, Obi-Wan is Dooku's padawan, meddling Yoda, Force Visions (Star Wars), Bad Parent Qui-Gon Jinn, But not on purpose, Inappropriate Use of the Force, Force Shenanigans (Star Wars), Good Dooku (Star Wars), Parent Dooku (Star Wars), Not Yoda Friendly, he makes the council look bad, Blanket Permission, Not New Mandalorians friendly"
44828332,No Archive Warnings Apply,Obi-Wan Kenobi & Anakin Skywalker,"Obi-Wan Kenobi, Anakin Skywalker","Humor, Friendship, One Shot, Short One Shot, Jedi Master Obi-Wan Kenobi, Conversations, Male Friendship, Bromance"
44828203,No Archive Warnings Apply,Obi-Wan Kenobi & Anakin Skywalker,"Anakin Skywalker, Padmé Amidala, Obi-Wan Kenobi","Comedy, Humor, Fluff, Fluff and Humor, Friendship, Minor Padmé Amidala/Anakin Skywalker"
44827009,Creator Chose Not To Use Archive Warnings,"Clone Commander Thorn (Star Wars) & Original Character(s), CC-1010 | Fox & Original Character(s), Quinlan Vos & Original Character(s)","Original Jedi Character(s) (Star Wars), Original Alien Character(s), Quinlan Vos, Clone Commander Thorn (Star Wars), CC-1010 | Fox","Alternate Universe - Canon Divergence, Force-Sensitive Clone Troopers (Star Wars), Coruscant Guard (Star Wars), Implied/Referenced Character Death, its palpatine, Psychological Trauma, Angst, Angst and Hurt/Comfort, Whump, Febuwhump 2023"
44824717,No Archive Warnings Apply,"Obi-Wan Kenobi & Anakin Skywalker, Obi-Wan Kenobi/Anakin Skywalker, honestly neither & or / covers it","Obi-Wan Kenobi, Anakin Skywalker","POV Obi-Wan Kenobi, POV Third Person, Obi-Wan Kenobi-centric, Dry Humor, Slice of Life, Slice of Wartime Life anyway, Canon Compliant, Episode 22 of 2003 TCW, Graphic bug eating, Canon Crack, seriously i cannot believe this is a real episode, neither will you once you realize i changed NONE of the dialogue or actions, just added Obi-Wan’s internal narrative, btw this is both platonic and romantic, it is neither platonic nor romantic, it’s a secret third thing, namely a sustained mission to psychologically break down Obi-Wan, and frankly it’s a huge fandom oversight that we don’t have a symbol for that"
44817514,No Archive Warnings Apply,Luke Skywalker & Darth Vader,"Darth Vader, Luke Skywalker","Alternate Universe - Canon Divergence, Sad, Darth Vader Needs a Hug, Parent Darth Vader, Luke Skywalker Needs A Hug, Child Luke Skywalker, Carbonite Freezing (Star Wars), Sheev Palpatine | Darth Sidious Being an Asshole, Darth Vader Raises Luke Skywalker, Darth Vader Tries, Father-Son Relationship, Luke Skywalker Deserves Better, Darth Vader Deserves Better, POV Darth Vader, Angst, Hurt/Comfort, Family, Unhappy Ending, Ambiguous/Open Ending"
44824270,No Archive Warnings Apply,"Amilyn Holdo & Leia Organa, Leia Organa & Luke Skywalker, Amilyn Holdo/Original Character(s)","Leia Organa, Luke Skywalker, Amilyn Holdo","Pride, Gay Pride, Coming Out, Planet Hoth is Cold (Star Wars), Set at the Rebel Base on Hoth, Alderaanian Culture (Star Wars), Trans Luke Skywalker, Trans Leia Organa, Trans Male Character, Trans Female Character, LGBTQ Themes"
44823904,No Archive Warnings Apply,"No Romantic Relationship(s), Obi-Wan Kenobi & Jaster Mereel, Jango Fett & Obi-Wan Kenobi, Arla Fett & Obi-Wan Kenobi, Feemor & Obi-Wan Kenobi, Feemor & Jaster Mereel","Feemor (Star Wars), Jaster Mereel, Jango Fett, Arla Fett, Myles the Mandalorian (Star Wars), Silas the Mandalorian (Star Wars), OC Mandalorians, Obi-Wan Kenobi","No betta we die like clones, Feemor and Obi-wan are mando-bait, Baby Obi-Wan - Freeform, Feemor is a little done"
44824105,No Archive Warnings Apply,"Obi-Wan Kenobi/Reader, Anakin Skywalker & Reader","Obi-Wan Kenobi, Anakin Skywalker, Reader","made up an alien for this, mixed POVs, POV Second Person, POV Third Person, Mentions of Blood, mentions of a dead body, Hurt/Comfort, Some Fluff, Fluff, Possibly OOC, Cross-Posted on Tumblr"
44824123,No Archive Warnings Apply,"501st Legion Members (Star Wars: The Clone Wars) & CT-7567 | Rex & Ahsoka Tano, CT-7567 | Rex & Ahsoka Tano, CT-27-5555 | ARC-5555 | Fives & Ahsoka Tano, CT-6116 | Kix & Ahsoka Tano","Ahsoka Tano, CT-7567 | Rex, CT-6116 | Kix, CT-27-5555 | ARC-5555 | Fives, 501st Legion Members (Star Wars: The Clone Wars)","Tattoo, Hurt Ahsoka Tano, Whump, Febuwhump, CT-27-5555 | ARC-5555 | Fives is a Good Bro, Blaster - Freeform, Training, Stitches, Injury, Fluff, lots of fluff, I love fluff, Light-Hearted"
44823394,No Archive Warnings Apply,"CT-21-0408 | CT-1409 | Echo & CT-27-5555 | ARC-5555 | Fives, CT-21-0408 | CT-1409 | Echo & Hunter & Tech & Wrecker (Star Wars: The Bad Batch), CT-21-0408 | CT-1409 | Echo & Wrecker (Star Wars: The Bad Batch)","CT-21-0408 | CT-1409 | Echo, Crosshair (Star Wars: The Bad Batch), Hunter (Star Wars: The Bad Batch), Tech (Star Wars: The Bad Batch), Wrecker (Star Wars: The Bad Batch), Obi-Wan Kenobi, CC-2224 | Cody, CT-27-5555 | ARC-5555 | Fives","CT-21-0408 | CT-1409 | Echo and CT-27-5555 | ARC-5555 | Fives Reunion, Time Travel Fix-It, Clone Troopers Deserve Better (Star Wars), CT-21-0408 | CT-1409 | Echo Needs a Hug, CT-21-0408 | CT-1409 | Echo Gets a Hug, CT-21-0408 | CT-1409 | Echo has PTSD, Clone Troopers Speak Mando'a (Star Wars), Emotional Hurt/Comfort"
44821522,No Archive Warnings Apply,,Original Jedi Character(s) (Star Wars),"Mentioned Obi-Wan Kenobi, Mentioned Anakin Skywalker, Implied/Referenced Character Death, but not really, metaphorical death, nobody in this story is dead but it acts like they are, Post-Order 66 (Star Wars)"
44819710,Major Character Death,,"Kleya Marki, Jezzi the Ferrixian (Star Wars), B2EMO | Bee (Star Wars), Brasso the Ferrixian (Star Wars), Bix Caleen, Cassian Andor, Luthen Rael","Post-Canon, Post-Rogue One, Rebellion Era (Star Wars), Grief/Mourning, Angst, Angst with a Hopeful Ending, Ambiguous Relationships, Sky Kyber, Canonical Character Death"
44820106,No Archive Warnings Apply,Original Female Character/Original Female Character,,Major Original Character(s)
44634841,No Archive Warnings Apply,Obi-Wan Kenobi & Anakin Skywalker,"Obi-Wan Kenobi, Anakin Skywalker","Grief/Mourning, Hurt/Comfort, Angst, Angst with a Happy Ending, Obi-Wan Kenobi Needs a Hug, Padawan Anakin Skywalker, Life Day (Star Wars), Hurt Obi-Wan Kenobi"
44817706,No Archive Warnings Apply,"Ezra Bridger & Kanan Jarrus, Ezra Bridger & The Ghost Crew","Ezra Bridger, Kanan Jarrus","Febuwhump, Febuwhump 2023, Emotional Hurt/Comfort, Emotional Hurt, Ezra Bridger Needs a Hug, Ezra Bridger Gets a Hug, Kanan Jarrus Needs a Hug, Hurt Kanan Jarrus, Fluff, Jedi as Found Family (Star Wars), Father-Son Relationship, gosh I just love their relationship so much!!"
44817610,No Archive Warnings Apply,Wrecker (Star Wars: The Bad Batch)/Original Character(s),"Wrecker (Star Wars: The Bad Batch), CT-21-0408 | CT-1409 | Echo, Hunter (Star Wars: The Bad Batch), Tech (Star Wars: The Bad Batch), Omega (Star Wars: The Bad Batch), Original Female Character(s)","Huddling For Warmth, Caretaking, Rescue, Sharing a Bed, Friendship, Abandonment, Survival, Post-Star Wars: The Clone Wars, Protective Wrecker (Star Wars: The Bad Batch)"
44816842,No Archive Warnings Apply,Kleya Marki/Luthen Rael,"Kleya Marki, Luthen Rael","Fluff, Romantic Fluff, One Shot, Older Man/Younger Woman, Luthen Rael smiling a lot, I still burn my life for this ship"
44816122,No Archive Warnings Apply,Obi-Wan Kenobi/Darth Maul,"Obi-Wan Kenobi, Darth Maul, Original Characters","Alternate Universe, Different Second Meeting, (still the same first meeting), canon compliant until just after battle of naboo, Fluff, (i hope it still reads as that anyway), Imperial Era, little bit of, Angst, But what else would you expect, i hope that's it"
44814715,No Archive Warnings Apply,Clone Trooper Hardcase & CT-7567 | Rex,"Clone Trooper Hardcase (Star Wars), CT-7567 | Rex","Fanart, Meme, Birthday, Image Description in Alt Text"
44814418,No Archive Warnings Apply,Luke Skywalker/Han Solo,"Luke Skywalker, Han Solo, Padmé Amidala, Anakin Skywalker, Leia Organa","set in the 80s probably, 70's Music, Fluff, Meeting the Parents, February Ficlet Challenge, Road Trips, Alternate Universe - Modern Setting, Established Relationship"
44814022,No Archive Warnings Apply,"Obi-Wan Kenobi & Beru Whitesun, Owen Lars/Beru Whitesun, Obi-Wan Kenobi & Owen Lars",Obi-Wan Kenobi,"Banthas, space cows babyyyy, Ben is a reluctant part of the Lars family, Short & Sweet, Force Shenanigans (Star Wars), Obi-wan is an animal magnet"
44812258,Creator Chose Not To Use Archive Warnings,CC-2224 | Cody & Ahsoka Tano,"CC-2224 | Cody, Ahsoka Tano, Seperatists, commando droids","Hurt Ahsoka Tano, Hurt CC-2224 | Cody, Fluff, Captivity, Ahsoka Tano Needs a Hug, CC-2224 | Cody Needs a Hug, Hurt, The comfort comes next part, To Be Continued"
44812183,No Archive Warnings Apply,,"Obi-Wan Kenobi, Anakin Skywalker, CT-7567 | Rex, CC-2224 | Cody, Clone Troopers (Star Wars)","Diapers, Injury Recovery, Hurt/Comfort, Fluff, ABDL, But only a little, Broken Bones, Obi-Wan Kenobi Needs a Hug, CC-2224 | Cody Needs a Hug, CT-7567 | Rex is a Good Bro, anakin is a good caretaker, anakin avoid the darkside by changing diapers?"
44098026,No Archive Warnings Apply,"Obi-Wan Kenobi & Leia Organa, Leia Organa & Luke Skywalker & Han Solo","Leia Organa, Obi-Wan Kenobi, Luke Skywalker, Han Solo","Minor Leia Organa/Han Solo, Humor, Light Angst, Family Bonding, Mentioned Bail Organa, Mentioned Breha Organa"
44811043,No Archive Warnings Apply,"Anakin Skywalker & Ahsoka Tano, Obi-Wan Kenobi & Anakin Skywalker & Ahsoka Tano","Anakin Skywalker, Ahsoka Tano, Obi-Wan Kenobi","Yoda's Disaster Lineage (Star Wars), Fluff, Jedi as Found Family (Star Wars), listen. imagine a world where podracing wasn't super unethical, it's like the superbowl but for people from tatooine, just forget how traumatizing ep 1 was for a second, Ahsoka and Anakin bonding, anakin finally is happy for a moment, found family anakin and ahsoka, obi wan makes an appearance at the end, One Shot"
