sticks_and_souls,CT-7567 ,Rex & Ahsoka Tano,Rex/Ahsoka TanoCT-7567 
catboydogma,CT-6922 ,Dogma,Dogma & Mace Windu
lux_arcana,CC-2224 ,Cody & Obi-Wan KenobiObi-Wan Kenobi,CodyHurt/Comfort
Kulan,Obi-Wan Kenobi/Anakin SkywalkerObi-Wan Kenobi,Anakin Skywalkernan
i_zapshroom,CC-2224 ,Cody/Obi-Wan KenobiCC-2224 ,Cody
Polyphonic_Garden,No Romantic Relationship(s)Tech (Star Wars: The Bad Batch),Wrecker (Star Wars: The Bad Batch),Omega (Star Wars: The Bad Batch)
Lili1478,Lana Beniko/Female Sith InquisitorLana Beniko,Female Sith Inquisitor ,Force WalkerCrack
QuantumGroovytime,Din Djarin/Cobb Vanth,Din Djarin & Cobb Vanth,Scott (Star Wars: The Book of Boba Fett) & Cobb VanthDin Djarin
NikkiSA4,Owen Lars/Beru Whitesun,Padmé Amidala & Leia Organa & Luke Skywalker,Padmé Amidala & Obi-Wan KenobiPadmé Amidala
MurielleLibrary,Orrelios,Hera Syndulla,Kanan Jarrusphone gossip
JainaDurron7,nanGavin Darklighter,Sera Faleur,OC ChildrenAdoption
SageGarnish,Obi-Wan Kenobi & Anakin Skywalker,Obi-Wan Kenobi/Anakin SkywalkerObi-Wan Kenobi,Anakin SkywalkerArt
Anya25510,Padmé Amidala/Anakin Skywalker,Obi-Wan Kenobi/Satine KryzePadmé Amidala,Anakin Skywalker
AliceRein,nannanWTF ,Winter Temporary Fandom Kombat 2023,Fanvids
IlargiZuri,nanBryn Thanseli (Original Character),Lance Cad (Original Character),Rey
EtherealPillow,Obi-Wan Kenobi & Luke SkywalkerObi-Wan Kenobi,Luke SkywalkerImperial Luke Skywalker,Imperial Leia Organa
circadiana,Eyre Brraven & CC-8622 ,CaeliferEyre Brraven,CC-8622 
TheManOfManyFandoms,Anakin Skywalker & Ahsoka Tano,Padmé Amidala/Anakin Skywalker,Padmé Amidala & Ahsoka Tano
SithLordBambi,Obi-Wan Kenobi/Reader,Padmé Amidala/Anakin SkywalkerObi-Wan Kenobi,Padmé Amidala
SerenaDarrin,BD-1 & Cal Kestis,Greez Dritus & Cal Kestis,Cal Kestis & The Mantis CrewBD-1 (Star Wars)
Yes_it_Really_is_Feeney,nanLuke Skywalker,Zevulon Veers,Anakin Skywalker 
STARWARSFANGIRL,Orrelios,Kanan Jarrus,Sabine Wren
lumateranlibrarian,Vaughn,CC-1138 ,Rex
ImaniJoain,nanOC Gray JediAncient History
Mushroom_Fairy,CC-2224 ,Cody/Obi-Wan Kenobi,Padmé Amidala/Anakin Skywalker
Marin_Black,Din Djarin/Luke Skywalker,Leia Organa/Han Solo,Obi-Wan Kenobi/Anakin Skywalker
CeruleanTactician,Din Djarin & Grogu ,Baby YodaDin Djarin,Grogu 
elves_and_labrats_ao3,Finn/ReaderFinn (Star Wars),(Mentioned) Rey,ReaderMorally Ambiguous Reader
Gothmoglordofbalrogs,nanClone Troopers (Star Wars),Jedi Order (Star Wars),Sheev Palpatine 
buckyslaychokemedaddy,Rey/Ben Solo ,Kylo RennanNot Beta Read,Ben Solo Needs A Hug
Wolfpack_Padawan,CT-7567 ,Rex/Original Female Character(s),CC-2224 
TheRogue704,Rey & Ben Solo ,Kylo RenRey (Star Wars),Ben Solo 
JKFic,nanHulk (Marvel),Anakin Skywalker ,Darth Vader
rosepetalfall,Rey/Rose TicoRose Tico,Rey (Star Wars),Finn (Star Wars)
TheChairIsAgainstTheWall,nannanMetafiction,Worldbuilding,no regular updates
Pontmercyingtilthecowscomehome,Leia Organa/Han SoloLeia Organa,Han Solo,Bail Organa
starryreys,Orrelios,Chopper (Star Wars),Jacen Syndulla
JavenGlasse,nanOriginal Sith Character(s),Darth Zerea,Cove (OC)
emmalinesolace,CT-7567 ,Rex/ReaderCT-7567 ,Rex
beyondtheoldheadstones,Leia Organa/Han SoloLeia Organa,Han Solo,Background & Cameo CharactersModern Era
Killaway,Finn & Original Female CharacterFinn (Star Wars),Original Female Character(s),Original First Order Characters (Star Wars)Dialogue Heavy
xaviqrs,Rex,CC-2224 ,Cody & CT-7567 
cpnr,Obi-Wan Kenobi & Anakin Skywalker,Qui-Gon Jinn & Obi-Wan KenobiAnakin Skywalker,Obi-Wan Kenobi
Last_Haven,Cassian Andor/Jyn Erso,Rey/Ben Solo ,Kylo RenFinn (Star Wars)
ChristianAllenK,CT-7567 ,Anakin Skywalker & Ahsoka Tano,Anakin Skywalker/Ahsoka Tano
falkenor,CT-7567 ,CC-2224 ,Din Djarin/Reader
LittleDiscoveredStars,Anakin Skywalker & Luke Skywalker,Luke Skywalker & Yoda,Padmé Amidala/Anakin SkywalkerLuke Skywalker
tell_some_storm,nanBen Solo ,Kylo RenRoses,Angel Wings
LizzoWinkyFace,CT-7567 ,Rex/Ahsoka Tano,Rex & Ahsoka TanoAhsoka Tano
antiheroanakinz,Padmé Amidala/Sabé,Padme Amidala/Anakin Skywalker (past)Padmé Amidala,Sabé (Star Wars)
Lady_Iwa,Kit Fisto/CT-7567 ,RexKit Fisto,CT-7567 
Xiao_Shan,nanTech (Star Wars: The Bad Batch),Hunter (Star Wars: The Bad Batch),CT-21-0408 
sydnubabu,Omega (Star Wars: The Bad Batch) & ReaderOmega (Star Wars: The Bad Batch),Hunter (Star Wars: The Bad Batch),ReaderTrans Omega (Star Wars: The Bad Batch)
1SilentWolfWarrior,nanAhsoka TanoFanart,Digital Painting,Digital Art
NomiNolinasiNNs,Mitth'raw'nuruodo,Thrawn ,Mitth'raw'nuruodo & Eli VantoThrawn 
CutePanda7002,Original Female Character(s)/Original Male Character(s)Obi-Wan Kenobi,Jedi Padawan Character(s),Qui-Gon Jinn
OliviaKenobi,Obi-Wan Kenobi/Satine Kryze,Anakin Skywalker/Padme Amidala,Asajj Ventress/Quinlan VosObi-Wan Kenobi
Dylan667,Fox,Rex,Clone Troopers & Anakin Skywalker
Sunpops1,)
lemoncellbros,Din Djarin/Luke SkywalkerDin Djarin,Luke Skywalker,Rey (Star Wars)
SkylaDoragono,Luke Skywalker & Darth Vader,Luke Skywalker & Chelli Lona Aphra,Randy the Intern/Rey (Star Wars)Luke Skywalker
Themperor_Rome,Padmé Amidala/Anakin Skywalker,Lux Bonteri/Ahsoka Tano,Obi-Wan Kenobi/Satine Kryze
ZATONEGUYHANS,Kenobi,Obi-Wan Kenobi is a Little Shit,Timeline? Dunno what that is.
Starofwinter,Din Djarin/Boba Fett/Fennec ShandDin Djarin,Boba Fett,Fennec Shand
cloud707,nanBen Tennyson,Gwen Tennyson,Max Tennyson
Natsuru,nannannan
sunsailsandmoonwalks,Padmé Amidala/Anakin SkywalkerPadmé Amidala,Anakin Skywalker,Luke Skywalker
TheShinyLizard,CC-2224 ,Cody/Obi-Wan KenobiObi-Wan Kenobi,Codydomestic life
