"","author","total_posts","avg_posts_year","avg_post_month","avg_post_week"
"3081","Covers by Isabelle (isabellerecs)",2,1,1,1
"3082","cowbao",1,1,1,1
"3083","cowboychris",1,1,1,1
"3084","cowboyguy",3,1.5,1,1
"3085","cowboykylo69",1,1,1,1
"3086","cowboykylux",10,2.5,2.125,1
"3087","cowboynuts",4,4,2,1
"3088","Cowoline",2,1,1,1
"3089","coynsundry",1,1,1,1
"3090","coyote_ace",5,2.5,1.16666666666667,1
"3091","cozyaxolotl",1,1,1,1
"3092","cpnr",1,1,1,1
"3093","cptandor",2,1,1,1
"3094","Crab_Instruments",1,1,1,1
"3095","Crab_Lad",13,13,2.16666666666667,1
"3096","CRACK_foryourSOUL",1,1,1,1
"3097","CrackedKyber",1,1,1,1
"3098","cracktheglasses (cormallen)",4,2,1,1
"3099","cRain",1,1,1,1
"3100","Cramp",1,1,1,1
"3101","cranberrymilk",1,1,1,1
"3102","cranewave",1,1,1,1
"3103","Cranon",2,2,1,1
"3104","crashing_meteors",1,1,1,1
"3105","cravingformore",2,1,1,1
"3106","craxkerjackprize",1,1,1,1
"3107","Crayshack",1,1,1,1
"3108","craziest_in_the_guild",1,1,1,1
"3109","CraZWizardLizard",1,1,1,1
"3110","crazy_wazy_mary",1,1,1,1
"3111","CrazyAnimationChick",1,1,1,1
"3112","CrazycatSitter",12,4,1.06666666666667,1
"3113","Crazychris",2,2,1,1
"3114","Crazyfornintendo",2,1,1,1
"3115","CrazyGlitch",4,2,1,1
"3116","crazyinfj (orphan_account)",4,4,2,1
"3117","crazyjane",1,1,1,1
"3118","crazykookie",1,1,1,1
"3119","crazyred",1,1,1,1
"3120","CrazySky",1,1,1,1
"3121","creampuff1698",1,1,1,1
"3122","createdbymeg",1,1,1,1
"3123","CreativeFan4",4,4,1.33333333333333,1
"3124","CreativeMercinary",1,1,1,1
"3125","creativeonoccasion",1,1,1,1
"3126","CreativeReading",2,1,1,1
"3127","Creed_Nation",3,3,1.5,1
"3128","CreemPyy",2,1,1,1
"3129","creepy_shetan",5,1.66666666666667,1,1
"3130","Creepyjacobisbad",1,1,1,1
"3131","CremeTangerine",2,2,1,1
"3132","crescentmoonthemage",2,1,1,1
"3133","Cressidiacreates24 (orphan_account)",1,1,1,1
"3134","cressisaqueen",1,1,1,1
"3135","crestofnobility",1,1,1,1
"3136","cricket_aria",1,1,1,1
"3137","criesinpbjsandwich",2,2,1,1
"3138","Crimson_Alchemistress",3,3,1,1
"3139","Crimson_Avenger",1,1,1,1
"3140","Crimson_Square",1,1,1,1
"3141","CrimsonCreature",1,1,1,1
"3142","crimsonelleven",1,1,1,1
"3143","crimsonhope",1,1,1,1
"3144","Crimsonlostsoul",3,3,1.5,1
"3145","CrimsonPetrichor",1,1,1,1
"3146","cringeisalivelmao",5,2.5,1.5,1
"3147","cringerContent",1,1,1,1
"3148","cringewerewolf",13,4.33333333333333,1.22222222222222,1
"3149","crispmarshmallow",1,1,1,1
"3150","crispyjenkins",1,1,1,1
"3151","CrocodileKanedy",1,1,1,1
"3152","crocodyle_tooth",2,2,2,1
"3153","croissantmusain",2,1,1,1
"3154","crookedneighbour",1,1,1,1
"3155","CrookshanksAgentofOWCA",1,1,1,1
"3156","croshekh",1,1,1,1
"3157","Cross_d_a",1,1,1,1
"3158","Crosshair_badbich",3,1.5,1,1
"3159","crossingwinter",11,3.66666666666667,1,1
"3160","crossoverqueen9703",1,1,1,1
"3161","Crossovers_and_Randomness",8,4,1.25,1
"3162","Crouvan",1,1,1,1
"3163","crow (rubymatilda)",1,1,1,1
"3164","crow_of_crimes (Theyna_Shipper)",1,1,1,1
"3165","crowdeddesk",1,1,1,1
"3166","Crowgirl",2,1,1,1
"3167","Crowley_Winchester",1,1,1,1
"3168","Crowleysheiress",1,1,1,1
"3169","crowleyshouseplant",16,4,1.39285714285714,1
"3170","CrownedPrincely",1,1,1,1
"3171","crownprincevicomte",1,1,1,1
"3172","crqstalite",3,3,1,1
"3173","cruisedirector",2,1,1,1
"3174","cruisercrusher",1,1,1,1
"3175","crumpled_up",1,1,1,1
"3176","crunchy (orphan_account)",2,2,1,1
"3177","Crunchysunrises",2,1,1,1
"3178","crushhaver",2,2,2,1
"3179","crutchietastic",1,1,1,1
"3180","CryDblue",1,1,1,1
"3181","Cryo_Bucky",1,1,1,1
"3182","Cryosic",2,2,1,1
"3183","CryptGlitch",1,1,1,1
"3184","cryptid_moon",1,1,1,1
"3185","Cryptidenthusiast420",2,1,1,1
"3186","Cryptidghost",3,1.5,1.5,1
"3187","Cryptidsolo",1,1,1,1
"3188","Crystal_Pip",2,2,1,1
"3189","Crystal_Quill",1,1,1,1
"3190","Crystalessences",2,2,2,1
"3191","crystalfox",43,14.3333333333333,1.96296296296296,1.06570048309179
"3192","CrystallineInk",3,1.5,1.5,1
"3193","crystalroses2",1,1,1,1
"3194","Crystalshard",7,3.5,1.25,1
"3195","Crystalshine47",5,2.5,1.25,1
"3196","crystanagahori",1,1,1,1
"3197","csaustin",1,1,1,1
"3198","csichick_2",1,1,1,1
"3199","csienby3137",1,1,1,1
"3200","CT_1205",3,3,1,1
"3201","CT_51_4305",1,1,1,1
"3202","CT_62585",1,1,1,1
"3203","CT-1994 (ladoone)",2,2,2,1
"3204","CT7509",7,2.33333333333333,1.08333333333333,1
"3205","CTOE",2,2,2,1
"3206","CTRL_D",1,1,1,1
"3207","ctxrover",3,3,1,1
"3208","cubedcoffeecake (softsmolbirb)",1,1,1,1
"3209","CuChulainnX19",3,1.5,1,1
"3210","cucumberpatch",1,1,1,1
"3211","cucumberwyrm",5,2.5,1,1
"3212","cuddlesome",5,2.5,1,1
"3213","CuddlyKoala",1,1,1,1
"3214","CueSue",1,1,1,1
"3215","Cuicuit",1,1,1,1
"3216","Cuileth",1,1,1,1
"3217","Cuillere",4,4,4,1
"3218","Cultivation",5,2.5,1.5,1
"3219","culturevulture73",2,2,2,1
"3220","cupcakecutie_98",1,1,1,1
"3221","CupcakeKat",1,1,1,1
"3222","cupids_crystals",1,1,1,1
"3223","cupidsbow",1,1,1,1
"3224","cupiscent",1,1,1,1
"3225","Curator_of_Curiosity",2,1,1,1
"3226","curiosa",1,1,1,1
"3227","Curiosi_tea",7,3.5,1.625,1
"3228","Curiosus",1,1,1,1
"3229","curiousloveable",2,2,2,1
"3230","curiousniffin",1,1,1,1
"3231","curlycomfort",1,1,1,1
"3232","curlyj76",2,1,1,1
"3233","CursedGoblin_yx (CursedGoblin)",1,1,1,1
"3234","cursive_question",8,4,1,1
"3235","Cutebutpsycho",1,1,1,1
"3236","CutePanda7002",1,1,1,1
"3237","Cuthalion97",8,2,1.25,1
"3238","cutiebunny",2,2,2,1
"3239","CutiePantsu",1,1,1,1
"3240","CutieWriter",1,1,1,1
"3241","cutlawquane",3,3,1,1
"3242","cwritesforfun",1,1,1,1
"3243","Cwylldren",9,4.5,1.125,1
"3244","cyaneidae",5,1.66666666666667,1,1
"3245","cyanica",1,1,1,1
"3246","Cyanide23",2,2,1,1
"3247","CyanideBreathmint",1,1,1,1
"3248","CyanideCherub",1,1,1,1
"3249","cyanteeth",1,1,1,1
"3250","cyarbika",3,3,1.5,1
"3251","cyareclones",3,1.5,1,1
"3252","Cyarika_Kat",1,1,1,1
"3253","cyberdrew (bottledthirium)",1,1,1,1
"3254","cyberglow",1,1,1,1
"3255","cybernya",1,1,1,1
"3256","CyberScratches",1,1,1,1
"3257","cyberzelda",2,2,2,1
"3258","cyinnamon",1,1,1,1
"3259","cyliad",1,1,1,1
"3260","Cyllene",1,1,1,1
"3261","Cymbidia",4,2,1,1.25
"3262","cynderiaOpus",2,2,1,1
"3263","cynical21",2,2,1,1
"3264","cynicismcatalyst",1,1,1,1
"3265","Cyphomandra",3,1.5,1,1
"3266","cypress_tree",1,1,1,1
"3267","CypressSunn",2,1,1,1
"3268","Cyraina_de_Bergerac",1,1,1,1
"3269","cyren2132",2,1,1,1
"3270","CytosineSkald",2,2,2,1
"3271","cytryne",2,2,1,1
"3272","czarna_pantera",2,2,1,1
"3273","d_is_for_demon",1,1,1,1
"3274","d_randomfan",1,1,1,1
"3275","D_Veleniet",1,1,1,1
"3276","D0g_Eggz",2,1,1,1
"3277","d3v1lm4n",2,2,1,1
"3278","D4RKL0RDR3V4N",1,1,1,1
"3279","da_hybr1d",2,1,1,1
"3280","DabblesinDrabbles",3,3,1.5,1
"3281","DachOsmin",2,1,1,1
"3282","dadcastellanos",2,2,1,1
"3283","daddylonglegs (radiobreakdown)",5,2.5,1.25,1
"3284","daedreaming",1,1,1,1
"3285","Daegaer",3,1,1,1
"3286","daegred",1,1,1,1
"3287","Daelin",1,1,1,1
"3288","daenabenjen42",5,2.5,1.5,1
"3289","daenereys",1,1,1,1
"3290","daeneryssed",1,1,1,1
"3291","Dagenspear",1,1,1,1
"3292","DagobahRoyalty",1,1,1,1
"3293","dagonst",2,2,1,1
"3294","daHanci",11,3.66666666666667,1.04761904761905,1
"3295","dahwahs (draculard)",3,3,1,1
"3296","DaibhidC",1,1,1,1
"3297","daily_nightly",4,1.33333333333333,1.33333333333333,1
"3298","dailyexistentialcrisis",1,1,1,1
"3299","Dain",23,7.66666666666667,1.54814814814815,1.02777777777778
"3300","Dairine",1,1,1,1
"3301","daisiechain",1,1,1,1
"3302","Daisjo",9,3,1.33333333333333,1
"3303","daisy_lady",1,1,1,1
"3304","daisy_mooon",1,1,1,1
"3305","DaisyChainz",14,3.5,1.14583333333333,1
"3306","Daisyflo",2,1,1,1
"3307","DaisyforBlue",2,2,2,1
"3308","Daisyridley490",1,1,1,1
"3309","DaLaRi",1,1,1,1
"3310","Dalek194",1,1,1,1
"3311","DalekLetoEndeavour",3,3,1.5,1
"3312","DalekQueen7",2,1,1,1
"3313","DalFrin26019",1,1,1,1
"3314","Dalgi_7",1,1,1,1
"3315","dalifushi",3,1.5,1,1
"3316","dallirious",2,2,2,1
"3317","Dalzo",1,1,1,1
"3318","damalur",1,1,1,1
"3319","Damaragoat",1,1,1,1
"3320","Dame_Dulces",1,1,1,1
"3321","Dame_Iris",1,1,1,1
"3322","DameiusLameocrates",1,1,1,1
"3323","Damerey",1,1,1,1
"3324","damerey_daydreamer",2,2,1,1
"3325","damerey_knows",29,7.25,1.4702380952381,1
"3326","damerondala",1,1,1,1
"3327","dameronology",1,1,1,1
"3328","dameronscopilot",1,1,1,1
"3329","Damesoka",2,2,1,1
"3330","dametokillfor",2,2,2,1
"3331","Damewhore",3,1.5,1,1
"3332","Damian02",1,1,1,1
"3333","DamieMontclair",14,3.5,1.0625,1.02777777777778
"3334","DamienMoonArt",1,1,1,1
"3335","DamienVoid",1,1,1,1
"3336","DamnthatGeko",2,1,1,1
"3337","damonkey",1,1,1,1
"3338","dance_cat_25",1,1,1,1
"3339","danceinmystorm",3,3,1,1
"3340","Dancer_in_the_rain",1,1,1,1
"3341","dancernerd",1,1,1,1
"3342","Dancing_Shadow",1,1,1,1
"3343","DancingHare",12,12,3,1.33333333333333
"3344","dancinginthesapphicmoonlight",1,1,1,1
"3345","dancingloki",1,1,1,1
"3346","DancingMantis",1,1,1,1
"3347","dancingonathinline",2,2,1,2
"3348","dancingontheedge",2,2,1,1
"3349","dancingwiththewind (highfaenyx)",3,1.5,1,1
"3350","dandelight",1,1,1,1
"3351","dandelioness",1,1,1,1
"3352","dandw0115",1,1,1,1
"3353","Dandylyon",1,1,1,1
"3354","Dangerdragons",1,1,1,1
"3355","Dangerously_Demonic",1,1,1,1
"3356","dangerouslyloudconnoisseur",1,1,1,1
"3357","Dani2001Dogs",1,1,1,1
"3358","Danianha",1,1,1,1
"3359","DaniellaHarwood",2,2,1,1
"3360","danielle007",1,1,1,1
"3361","Daniellecluck",1,1,1,1
"3362","daniellemydear",2,1,1,1
"3363","DanieMarie",1,1,1,1
"3364","daniraevys",1,1,1,1
"3365","danisnotonniall",1,1,1,1
"3366","DaniTsubasa2",1,1,1,1
"3367","Dann_y",4,4,1.33333333333333,1
"3368","Danni_Lea",1,1,1,1
"3369","Danny_10477",1,1,1,1
"3370","Danny_R",1,1,1,1
"3371","danny1898",2,2,1,1
"3372","dannyboyy",1,1,1,1
"3373","dannyhawman",1,1,1,1
"3374","DannyTYang",2,1,1,1
"3375","DanOfVulcan",1,1,1,1
"3376","dansunedisco",4,2,2,1
"3377","dantesknees",2,2,1,1
"3378","dantesparadisio",1,1,1,1
"3379","DanteSunbreaker",2,1,1,1
"3380","Danudane",1,1,1,1
"3381","danylilly",1,1,1,1
"3382","daphnethewriter",1,1,1,1
"3383","DapperPea (PeabodyTypes)",1,1,1,1
"3384","DarchangelSkye",1,1,1,1
"3385","DarcyAuliana",2,2,1,1
"3386","daredvevil",1,1,1,1
"3387","Darfeld",2,2,1,1
"3388","Dari0N",1,1,1,1
"3389","darievzrz",1,1,1,1
"3390","Darikiema",2,2,1,1
"3391","Daring_Steel",1,1,1,1
"3392","Darius_Trent",1,1,1,1
"3393","Dark_Earl",6,3,1.33333333333333,1
"3394","Dark_Lord_Of_The_Simp",1,1,1,1
"3395","Darka3363",4,4,1.33333333333333,1
"3396","Darkangel4066",5,1.66666666666667,1,1
"3397","DarkCellar",30,7.5,1.34375,1.05
"3398","darkchocolatebrownie",4,4,4,1
"3399","DarkCrystal_space",1,1,1,1
"3400","darkerintheday",1,1,1,1
"3401","darkesky",1,1,1,1
"3402","Darkfire2466",1,1,1,1
"3403","Darkflame1808",1,1,1,1
"3404","DarkHalfRaven",1,1,1,1
"3405","DarkIsRising",5,2.5,1.5,1
"3406","darklightflame",3,1.5,1.5,1
"3407","darkling2222",1,1,1,1
"3408","darklyndsea",1,1,1,1
"3409","Darkmagyk",17,8.5,1.88095238095238,1
"3410","darkmus",2,2,1,1
"3411","darknesscrochets",2,2,1,1
"3412","darknesssfriend0",1,1,1,1
"3413","DarkPilot",1,1,1,1
"3414","Darkravenwrote",1,1,1,1
"3415","darkrin",1,1,1,1
"3416","darkrogue1 (Lily_Haydee_Lohdisse)",2,1,1,1
"3417","darkroguephantom",1,1,1,1
"3418","DarkSapiens",2,1,1,1
"3419","DarkShadeless",27,6.75,1.51785714285714,1.02272727272727
"3420","Darkside_Mongoose",1,1,1,1
"3421","darksidereylo (orphan_account)",1,1,1,1
"3422","darksidesolo",1,1,1,1
"3423","Darkslicer",1,1,1,1
"3424","Darkslover",1,1,1,1
"3425","darkspine10",1,1,1,1
"3426","darkstars12",3,1.5,1,1
"3427","darktensh17",8,1.33333333333333,1,1
"3428","Darkwhisperings",1,1,1,1
"3429","DarkxSalvation",1,1,1,1
"3430","darla101",1,1,1,1
"3431","darlingamidala",4,1.33333333333333,1,1
"3432","darlingargents",6,6,1.2,1
"3433","DarlingDeath",1,1,1,1
"3434","DarlingLight",1,1,1,1
"3435","DarlingOfDathomir",1,1,1,1
"3436","darlingsweet",3,1.5,1,1
"3437","Darnaguen",30,7.5,1.36111111111111,1
"3438","Darren1138",1,1,1,1
"3439","DarrenWhite",5,5,2.5,1
"3440","darrinya",1,1,1,1
"3441","Darrrrrina",1,1,1,1
"3442","Darth Chopper (MichaelMorganKincaid)",1,1,1,1
"3443","Darth Tarvera (Tarvera)",1,1,1,1
"3444","Darth Zenith (Brilliant_Flash)",1,1,1,1
"3445","Darth_Aratron",2,1,1,1
"3446","Darth_Baras",4,2,1,1
"3447","Darth_Cannizard",2,2,1,1
"3448","Darth_Cass",1,1,1,1
"3449","Darth_Chewbacca",1,1,1,1
"3450","darth_healer",1,1,1,1
"3451","Darth_Lawyer",3,1.5,1.5,1
"3452","darth_nell",4,2,1,1
"3453","Darth_Nil",1,1,1,1
"3454","darth_rachel",2,2,1,1
"3455","Darth_Reason",1,1,1,1
"3456","darth_vaporwave",3,1,1,1
"3457","Darth_Videtur",2,1,1,1
"3458","Darth_Zhaktus",1,1,1,1
"3459","DarthAbby",4,2,1,1
"3460","DarthAstris",12,2.4,1.06666666666667,1
"3461","DarthBloodOrange (DepressingGreenie)",8,4,1.125,1.25
"3462","DarthBones",1,1,1,1
"3463","DarthBreezy",1,1,1,1
"3464","DarthBubbles",1,1,1,1
"3465","darthcatboy",2,2,2,1
"3466","DarthChocolate",23,3.83333333333333,1.08333333333333,1
"3467","darthcrispy",1,1,1,1
"3468","DarthDarthBinks (Images_Of_Broken_Light)",1,1,1,1
"3469","DarthDidi",1,1,1,1
"3470","DarthGhydium",2,2,1,2
"3471","DarthGoose",2,2,1,1
"3472","darthhellokitty",1,1,1,1
"3473","Darthie_M",1,1,1,1
"3474","Darthishtar",1,1,1,1
"3475","DarthJin",1,1,1,1
"3476","Darthkoalabear77",5,5,2.5,1
"3477","DarthKrande",7,2.33333333333333,1.08333333333333,1
"3478","Darthkvzn",1,1,1,1
"3479","darthkylorevan",10,5,1.0625,1
"3480","DarthLesbian",17,8.5,1.75,1
"3481","DarthLothi",1,1,1,1
"3482","darthmarrsgf (missakwatson)",2,2,1,1
"3483","darthnichols",1,1,1,1
"3484","DarthOswin",2,2,2,1
"3485","darthpumpkinspice",1,1,1,1
"3486","DarthRamette",1,1,1,1
"3487","DarthRevan236",2,1,1,1
"3488","darthsassacre",3,1.5,1,1
"3489","DarthSuki",1,1,1,1
"3490","darthsydious",8,4,1.5,1
"3491","DarthVader2000",1,1,1,1
"3492","DarthVorath",1,1,1,1
"3493","darthxole",1,1,1,1
"3494","darylas",3,3,1,1
"3495","dasakuryo",4,1.33333333333333,1,1
"3496","dashalle",2,2,1,1
"3497","DashingLuna",3,3,1.5,1
"3498","Dashusik",1,1,1,1
"3499","DAsObiQuiet",1,1,1,1
"3500","dastardlyenables",3,1.5,1,1
"3501","dasvidaniya_anya",1,1,1,1
"3502","dat_physics_boi",1,1,1,1
"3503","datboii",1,1,1,1
"3504","Daten_Shi",1,1,1,1
"3505","dathomirianwitch",2,2,2,1
"3506","DaughterOfDungeonBat",27,9,1.56944444444444,1.04166666666667
"3507","DaughterofHalt",1,1,1,1
"3508","DaughterOfKings",8,2,1.125,1
"3509","daughterofrohan",1,1,1,1
"3510","daughterofshadows",1,1,1,1
"3511","DaughterOfTheBlade",2,2,2,1
"3512","DauntingSagas",4,4,4,1
"3513","davaia",1,1,1,1
"3514","Davechicken",67,22.3333333333333,2.52188552188552,1.05156136528686
"3515","davidfincher",1,1,1,1
"3516","Davidfisher12",1,1,1,1
"3517","davy_crochet",2,2,2,1
"3518","Dawna42",1,1,1,1
"3519","dawnoftheagez",1,1,1,1
"3520","DawnoftheShadows",1,1,1,1
"3521","DaxAeterna",1,1,1,1
"3522","daxcat79",2,2,1,1
"3523","daydream_cement",1,1,1,1
"3524","DayDream64",1,1,1,1
"3525","daymaresnightdreams",1,1,1,1
"3526","dayqiow",1,1,1,1
"3527","days4daisy",1,1,1,1
"3528","daysinthespringsun",1,1,1,1
"3529","Dazzledfirestar",1,1,1,1
"3530","dblauthor",1,1,1,1
"3531","DcDreamer",2,1,1,1
"3532","dcrthkenobi (galakticfinn)",2,2,2,1
"3533","dd_123",2,2,2,1
"3534","dderidex",1,1,1,1
"3535","De Orakle (Delphi)",1,1,1,1
"3536","de_corporis",1,1,1,1
"3537","de_temps_en_tempss",1,1,1,1
"3538","Dead_Girl_Walking_1989",2,2,1,1
"3539","Dead_Ithriel",1,1,1,1
"3540","deadgreeks",1,1,1,1
"3541","DeadishScribe",1,1,1,1
"3542","DeadpanPrincess",1,1,1,1
"3543","DeadSerious",1,1,1,1
"3544","Deafen_the_Satellites",1,1,1,1
"3545","DealerPathsOfGlory",1,1,1,1
"3546","deamon_of_light",1,1,1,1
"3547","deandjarin00",1,1,1,1
"3548","DeannaRoxanne",1,1,1,1
"3549","Deannie",8,2.66666666666667,1.66666666666667,1
"3550","deantookmybiscuits",1,1,1,1
"3551","dear_lady_disdain",1,1,1,1
"3552","dearest_sparksandstars",7,3.5,1.5,1
"3553","dearestghost",1,1,1,1
"3554","DearFriend7",1,1,1,1
"3555","DearLazerBunny",8,8,1.6,1.14285714285714
"3556","dearly",3,1.5,1,1
"3557","DearViper",3,3,3,1
"3558","Death_Star_News",1,1,1,1
"3559","DEaTh220467",7,3.5,1.5,1
"3560","DeathByFallenStar",1,1,1,1
"3561","Deathbyhook",1,1,1,1
"3562","deathcomealive",2,2,1,1
"3563","DeathDama",1,1,1,1
"3564","DeathLife97",1,1,1,1
"3565","DeathRainbows (orphan_account)",1,1,1,1
"3566","Deaths_daughter",1,1,1,1
"3567","deathstarvibes",1,1,1,1
"3568","deatris18",1,1,1,1
"3569","decaying_orbit",1,1,1,1
"3570","Deceitful_me",1,1,1,1
"3571","decemberdove",1,1,1,1
"3572","DecepticonDrone",1,1,1,1
"3573","Decepticonsensual",4,1.33333333333333,1,1
"3574","decideophobia",1,1,1,1
"3575","dee_lirious",2,2,1,1
"3576","deebainwonderland",7,3.5,1.5,1
"3577","Deep_Dark",2,2,2,1
"3578","deepestbluesky",1,1,1,1
"3579","DeepSpaceTrash",2,2,2,1
"3580","deerie",1,1,1,1
"3581","deewithani",5,2.5,1,1
"3582","DefaultTwig",2,2,1,1
"3583","defectivevillain (defectivehero)",1,1,1,1
"3584","defiersofthestars",3,1.5,1,1
"3585","Defiinetly_Not_Artemis",1,1,1,1
"3586","defined0",3,3,1,1
"3587","DefinitelyNotScott",2,1,1,1
"3588","Definitly_not_a_Werewolf",1,1,1,1
"3589","DefNotEri",2,1,1,1
"3590","deftone",2,2,1,1
"3591","Deino666Devilmaus",2,2,2,1
"3592","Deisderium",1,1,1,1
"3593","Dejahthoris",1,1,1,1
"3594","DejaKnowIBeenLookinForVu",3,3,1.5,1
"3595","Dejavidetc",2,1,1,1
"3596","delaneyballerina",1,1,1,1
"3597","delavairesslegacy",1,1,1,1
"3598","delcatty_got_your_tongue",2,2,1,1
"3599","delemma",1,1,1,1
"3600","Delen",1,1,1,1
"3601","delfe08",1,1,1,1
"3602","delibell",1,1,1,1
"3603","delightwrites",1,1,1,1
"3604","delinquentsfromsky (rebelsfromstars)",3,3,1.5,1
"3605","DeliriousGoose",1,1,1,1
"3606","Deliriumdoll",3,3,1,1
"3607","delless03",15,7.5,1.91666666666667,1.07142857142857
"3608","delmcatee",3,1,1,1
"3609","delorita",1,1,1,1
"3610","delphinium (minyandu)",1,1,1,1
"3611","delphiniumblooms",1,1,1,1
"3612","delta_entropy",1,1,1,1
"3613","Delta403",1,1,1,1
"3614","deltahalo241",1,1,1,1
"3615","deltanz",1,1,1,1
"3616","delusion_demon",1,1,1,1
"3617","demi_fae",8,2.66666666666667,1.33333333333333,1
"3618","demigender",1,1,1,1
"3619","Demigod_with_dream",1,1,1,1
"3620","Demiha_Ozena",1,1,1,1
"3621","Demodae",2,2,1,1
"3622","demon_dean",3,3,1.5,1
"3623","demonmadej",2,2,2,1
"3624","DemonsInTheShadows",1,1,1,1
"3625","DeMoNzUnLeAsHeD",1,1,1,1
"3626","Demorra (thebibliosphere)",3,1.5,1,1
"3627","Denal",1,1,1,1
"3628","Dendrophile_Bookworm",4,2,1.25,1
"3629","Deni_Arkenstone",1,1,1,1
"3630","Denig37",1,1,1,1
"3631","deniigiq",4,2,1,1
"3632","denims",1,1,1,1
"3633","Dentedpat",1,1,1,1
"3634","Deonara2012",1,1,1,1
"3635","dephigravity",1,1,1,1
"3636","depizan",2,2,1,1
"3637","depressedmushroomwitch",1,1,1,1
"3638","DepressingGreenie",10,3.33333333333333,1.23333333333333,1
"3639","depressoinneedofesspreso",1,1,1,1
"3640","deprough",1,1,1,1
"3641","Deputychairman",4,2,1,1
"3642","Der_Jemand",1,1,1,1
"3643","DerangedPrinceChase",1,1,1,1
"3644","Derek_the_Dalek",7,3.5,1.1,1
"3645","DerelictWreck",1,1,1,1
"3646","Derpmallow",3,1.5,1.5,1
"3647","Derpy_Potato",5,2.5,1.75,1
"3648","derry_rain",2,1,1,1
"3649","derryday",2,1,1,1
"3650","derryhawkins",1,1,1,1
"3651","DERT",1,1,1,1
"3652","Descendantofthesparrow",2,2,1,1
"3653","DesdemonaKaylose",1,1,1,1
"3654","Deseret",3,3,1,1
"3655","desertbeskar",1,1,1,1
"3656","desertfriend",4,1.33333333333333,1,1
"3657","DesertLily",2,2,1,1
"3658","desertredwolf",1,1,1,1
"3659","Dessa",13,6.5,1.16666666666667,1
"3660","dessinemoiunehistoire",1,1,1,1
"3661","desterra",1,1,1,1
"3662","Destiel_Sabriel4eva",1,1,1,1
"3663","Destiell0ver",1,1,1,1
"3664","DestielsDestiny",1,1,1,1
"3665","Destina",1,1,1,1
"3666","destiny919",8,2,1.125,1
"3667","destinys_goal",1,1,1,1
"3668","Destril",5,1.25,1,1
"3669","det395",1,1,1,1
"3670","Detective_Dilettante",1,1,1,1
"3671","detergent",2,1,1,1
"3672","determined_dreamer",2,2,1,1
"3673","Detroit_becomes_gay616",2,2,1,1
"3674","dettiot",8,2.66666666666667,1.08333333333333,1
"3675","DeusExValerate",11,5.5,1.16666666666667,1
"3676","DeuxSabres",1,1,1,1
"3677","Dev_Bee (orphan_account)",1,1,1,1
"3678","devastatron",2,1,1,1
"3679","Developmental_Beta (Emmessann)",1,1,1,1
"3680","devezencuando21",1,1,1,1
"3681","deviantaccumulation",3,1.5,1,1
"3682","Devil_san",1,1,1,1
"3683","DevilAngel657",1,1,1,1
"3684","Devilc",1,1,1,1
"3685","devilinthedetails",23,7.66666666666667,1.63888888888889,1.06666666666667
"3686","devilish_ly",2,1,1,1
"3687","Devils_Concubine",1,1,1,1
"3688","DevilSoul",8,2,1.08333333333333,1
"3689","DevilWithABirdDress",1,1,1,1
"3690","devon380black (kryptonian17)",3,1.5,1,1
"3691","devonair",1,1,1,1
"3692","Devondeal",1,1,1,1
"3693","DevSibwarra",3,1.5,1,1
"3694","DewdropLemonade",2,2,2,1
"3695","DewdropStudios",1,1,1,1
"3696","Dezgate",2,2,1,1
"3697","DGCatAniSiri",7,1.4,1,1
"3698","Dghom4him",3,1.5,1.5,1
"3699","DhampirsDrinkEspresso",3,1.5,1,1
"3700","DhampirVampire",1,1,1,1
"3701","dharmaavocado",12,3,1.16666666666667,1
"3702","dhazellouise",1,1,1,1
"3703","Dhixi",2,2,2,1
"3704","DiagonalHorizon",1,1,1,1
"3705","Diamond_Dove",6,3,1.66666666666667,1
"3706","diamond9697",3,1.5,1,1
"3707","DiamondsxStags",1,1,1,1
"3708","Diana Williams (dkwilliams)",1,1,1,1
"3709","Diana_Prallon",3,1.5,1,1
"3710","Dianalynn1138",5,1.66666666666667,1.16666666666667,1
"3711","Diary",1,1,1,1
"3712","DiaryofaWriter",1,1,1,1
"3713","Diathimos",1,1,1,1
"3714","diazprimera",1,1,1,1
"3715","Dibleopard",5,2.5,1.25,1
"3716","DibsOnHiddleston",1,1,1,1
"3717","dibukai",1,1,1,1
"3718","dichotomy_of_good_and_evil",1,1,1,1
"3719","dickgrayson80sremixmp3",1,1,1,1
"3720","Did_you_see_the_light_in_my_heart",5,1.66666666666667,1,1
"3721","Die_Glocke",1,1,1,1
"3722","Die_Sandman",1,1,1,1
"3723","DieEis",2,1,1,1
"3724","dieFabuliererin",15,3.75,1.3125,1
"3725","DiemandZiWolf",1,1,1,1
"3726","diesirate",1,1,1,1
"3727","diesnefasti",7,3.5,1,1
"3728","dietplainlite",2,1,1,1
"3729","DifferenceEngineGirl",1,1,1,1
"3730","Different_frequency",1,1,1,1
"3731","digg11235",1,1,1,1
"3732","Digigal_transbian",3,1.5,1,1
"3733","digimo0n",2,2,2,1
"3734","DigitalMoriarty",1,1,1,1
"3735","digthewriter",4,1.33333333333333,1,1
"3736","dilangley",1,1,1,1
"3737","DilemmaOf_A_Username",1,1,1,1
"3738","dilfpussy",1,1,1,1
"3739","Dilly",1,1,1,1
"3740","Dim_Dino",2,1,1,1
"3741","dimircharmer",1,1,1,1
