"","author","total_posts","avg_posts_year","avg_post_month","avg_post_week"
"11794","Ray_K",1,1,1,1
"11795","RaymondShaw",1,1,1,1
"11796","Raynebow_of_the_Rising_Sun",2,2,1,1
"11797","RayneSummer",28,9.33333333333333,2.09259259259259,1.02222222222222
"11798","Raynidreams",1,1,1,1
"11799","razberrybi",1,1,1,1
"11800","Razena",5,5,1.25,1
"11801","Razia",1,1,1,1
"11802","Razial",2,1,1,1
"11803","Razkal",1,1,1,1
"11804","razz",1,1,1,1
"11805","RAZZMATAZZz",1,1,1,1
"11806","rcdwings",2,1,1,1
"11807","rcmsw",7,3.5,1.5,1
"11808","Rea_Faol",1,1,1,1
"11809","reaalikaasu",4,2,1.5,1
"11810","Readaholics_Anonymous",7,3.5,1.25,1
"11811","reader1718",1,1,1,1
"11812","Readernip12",1,1,1,1
"11813","Readerofmuch",3,1.5,1,1
"11814","Reading_and_watching_tv",2,2,1,1
"11815","Reading_Watching_Writing",4,4,1.33333333333333,1
"11816","readingandwritingsolo",1,1,1,1
"11817","ReadingBlueWolf",12,4,1.04761904761905,1.16666666666667
"11818","readingnotes",1,1,1,1
"11819","ReadingWolf",2,2,1,1
"11820","Readythedrums",1,1,1,1
"11821","ReaganInMyBoots",1,1,1,1
"11822","real_jane",1,1,1,1
"11823","Realdian",2,2,1,1
"11824","Realistic_Dreamer",1,1,1,1
"11825","RealmOfTenderness",2,1,1,1
"11826","ReaperGrrl (kunga)",2,1,1,1
"11827","Reasjer",1,1,1,1
"11828","Rebecca Hb (beckyh2112)",1,1,1,1
"11829","RebeccaPrime",1,1,1,1
"11830","Rebel_Atar",3,1.5,1,1.5
"11831","Rebel_Dino",1,1,1,1
"11832","rebel_rebel_in_storybrooke",1,1,1,1
"11833","Rebel_Scum1221",3,1.5,1,1
"11834","rebel_scum24601",1,1,1,1
"11835","rebel_wren",47,9.4,1.95,1
"11836","Rebel21",1,1,1,1
"11837","ReBeL93",1,1,1,1
"11838","RebelAlliance6112",1,1,1,1
"11839","rebelandrichgirl",3,1.5,1,1
"11840","RebelCael",3,3,1.5,1
"11841","RebelEzra",2,2,1,1
"11842","rebelfinn (saddiebey)",1,1,1,1
"11843","rebelforce",4,2,1,1
"11844","RebelJanetRex",3,3,1,1
"11845","RebelJediPrincess",1,1,1,1
"11846","Rebellion042",6,2,1.11111111111111,1
"11847","RebelliousBees",1,1,1,1
"11848","rebelpadme",1,1,1,1
"11849","RebelRebel",3,3,1,1
"11850","rebelrey",1,1,1,1
"11851","rebelscum218",3,3,1.5,1
"11852","rebelsfromstars",6,3,1,1
"11853","rebeltenrose",2,1,1,1
"11854","Rebelwerewolf",2,2,1,1
"11855","RebornScavenger",3,1.5,1.5,1
"11856","RecklessDarkness",1,1,1,1
"11857","RecklessPantalones",1,1,1,1
"11858","recklessrevolutionary",1,1,1,1
"11859","RecklessRonto",1,1,1,1
"11860","ReclessAbandon",10,10,2,1
"11861","ReconstructWriter",1,1,1,1
"11862","recurvehawk",1,1,1,1
"11863","Recyclops9000",1,1,1,1
"11864","Red (Red_Balloons)",1,1,1,1
"11865","Red Dragon (Red_Dragonn)",2,2,2,1
"11866","red_b_rackham",1,1,1,1
"11867","Red_Box",1,1,1,1
"11868","Red_Cheshire",1,1,1,1
"11869","Red_Dead",1,1,1,1
"11870","red_taara",1,1,1,1
"11871","Red_Tigress",2,1,1,1
"11872","Red_Vines",7,7,1.16666666666667,1
"11873","Red_Yennifer",1,1,1,1
"11874","redandblacksnow",4,1.33333333333333,1,1
"11875","redangeleve",17,4.25,1.19642857142857,1
"11876","redbess_arts (red_b_rackham)",4,1.33333333333333,1,1
"11877","RedBlood_Moon",6,3,1,1
"11878","redbluedragon11",1,1,1,1
"11879","redchanks",1,1,1,1
"11880","RedCoyote",5,1.66666666666667,1,1
"11881","reddottedpaper",3,1.5,1,1
"11882","redelice",1,1,1,1
"11883","RedemptionChampion",1,1,1,1
"11884","RedEris",2,2,2,1
"11885","RedfieldFamilyFan24",12,4,1.77777777777778,1
"11886","redfiona",1,1,1,1
"11887","Redgs",2,2,1,1
"11888","RedHoodie1723",1,1,1,1
"11889","redjenny113",2,1,1,1
"11890","RedKross",1,1,1,1
"11891","Redlala",1,1,1,1
"11892","RedLeader95",1,1,1,1
"11893","Redleafmornings",9,2.25,1.58333333333333,1
"11894","redlionspride",5,2.5,1.75,1
"11895","redlipsredledger",1,1,1,1
"11896","Redminibike1",19,6.33333333333333,1.34285714285714,1
"11897","redmorningstar",2,1,1,1
"11898","rednihilist",1,1,1,1
"11899","Redone",1,1,1,1
"11900","RedPaladin465",1,1,1,1
"11901","redquilt",2,1,1,1
"11902","Redravin",1,1,1,1
"11903","Redrikki",54,6.75,1.47301136363636,1
"11904","redrobinhood",4,1.33333333333333,1,1
"11905","RedRoseWhite",4,1.33333333333333,1,1
"11906","redroverrider",1,1,1,1
"11907","redseeker",1,1,1,1
"11908","redsoapterminal3",1,1,1,1
"11909","RedSova",1,1,1,1
"11910","RedSpiderRose",1,1,1,1
"11911","redsquadronblues (aceofcorvids)",1,1,1,1
"11912","Redtiger",1,1,1,1
"11913","Redting",1,1,1,1
"11914","RedWolf9481",1,1,1,1
"11915","redyucca",1,1,1,1
"11916","reeby10",12,1.71428571428571,1,1
"11917","Reecie",1,1,1,1
"11918","reedcom",1,1,1,1
"11919","reena_jenkins",52,7.42857142857143,1.51309523809524,1.03214285714286
"11920","reevesdriver",1,1,1,1
"11921","reflect_ponder_dream",2,2,2,1
"11922","reflectionslie (fallsink)",1,1,1,1
"11923","Regenbogensalz",1,1,1,1
"11924","regina_stellaris",3,1.5,1,1
"11925","ReginaauMundi",1,1,1,1
"11926","reginahalliwell",1,1,1,1
"11927","regnumveritatis",5,1.25,1,1
"11928","reheCrisp",1,1,1,1
"11929","Rehn",1,1,1,1
"11930","reinasolo",8,2.66666666666667,1.08333333333333,1
"11931","Rekr_Karta",17,8.5,1.38888888888889,1.03333333333333
"11932","RelentlessEndurance",6,3,1.66666666666667,1
"11933","ReliantWishes",1,1,1,1
"11934","RelicIron",5,2.5,1,1
"11935","RelilaRamblr",1,1,1,1
"11936","ReluctantMandalore",13,6.5,1.45,1
"11937","remarkable1",1,1,1,1
"11938","Remarque",2,2,2,1
"11939","remi_wolf",1,1,1,1
"11940","Remigius",4,2,1,1
"11941","remmylupin_66",1,1,1,1
"11942","Remnants_Big_Bad_Wolf",1,1,1,1
"11943","ren (renegadewriter)",3,3,1.5,1.5
"11944","RenaHime",1,1,1,1
"11945","RenatusD",1,1,1,1
"11946","Rene019",1,1,1,1
"11947","Renee_Mariposa",3,3,1,1
"11948","ReneeoftheStars",34,5.66666666666667,1.46944444444444,1
"11949","renegade_angel",4,4,1.33333333333333,1
"11950","renegadeontherunn",9,4.5,1.16666666666667,1
"11951","RenekBane",2,2,1,1
"11952","Renestion",1,1,1,1
"11953","RenewalXVII",2,2,1,1
"11954","RenMick",1,1,1,1
"11955","Rens_Knight",7,2.33333333333333,1.33333333333333,1
"11956","RensKnight18",3,1,1,1
"11957","RenStrangel",1,1,1,1
"11958","Renton6echo",1,1,1,1
"11959","RentorSunrise (sunRaven05)",1,1,1,1
"11960","rentskenobi",1,1,1,1
"11961","RepeatOdyssey",1,1,1,1
"11962","republic",1,1,1,1
"11963","Requestedgems",4,2,2,1
"11964","Requiem",1,1,1,1
"11965","Requiem32",2,2,1,1
"11966","Resacon1990",1,1,1,1
"11967","reserve",1,1,1,1
"11968","ResidentCarolean",1,1,1,1
"11969","ResidentTrickster",1,1,1,1
"11970","resistanceflyboy (kherezae)",2,1,1,1
"11971","resistate",1,1,1,1
"11972","resolnare",2,1,1,1
"11973","reson2837",1,1,1,1
"11974","resperella",1,1,1,1
"11975","respoftw",15,5,1.75,1.02777777777778
"11976","restlesslikeme",1,1,1,1
"11977","RestlessWanderings",3,3,1.5,1
"11978","RetiredHuman",2,2,1,1
"11979","Retribution4189",2,2,1,1
"11980","retrojupiter",11,5.5,1.25,1.08333333333333
"11981","Retroyy",5,2.5,1.5,1
"11982","retts",2,2,2,1
"11983","returnofthejedis",3,1,1,1
"11984","revanchistsuperstar",1,1,1,1
"11985","revanchxst (BadWolfGirl01)",5,1.25,1.25,1
"11986","Revanescence",2,1,1,1
"11987","revanmeetra87",1,1,1,1
"11988","Revee",1,1,1,1
"11989","revelationinthelightofday",5,1.66666666666667,1,1
"11990","RevelInMagic",1,1,1,1
"11991","Revenant_22",2,1,1,1
"11992","RevenantsHood",2,1,1,1
"11993","Revengeofthecookie",1,1,1,1
"11994","revengeworld",2,1,1,1
"11995","Revere",1,1,1,1
"11996","Reveriewings",2,2,2,1
"11997","revoleotion",39,9.75,1.43214285714286,1
"11998","Revyra",3,3,1,1
"11999","Rex_is_best",2,2,2,1
"12000","Rex501st",2,1,1,1
"12001","Rexisbabe",1,1,1,1
"12002","RexIsMyCopilot",14,4.66666666666667,1.0952380952381,1
"12003","rexluscus",3,1.5,1,1
"12004","rexrerezzed",2,2,1,1
"12005","rexscaptain",1,1,1,1
"12006","rexsjaigeyes",1,1,1,1
"12007","Rexsoka_is_forever",1,1,1,1
"12008","Rey_1314",7,3.5,1.625,1
"12009","rey_kenobi",1,1,1,1
"12010","Rey_KnightofRen",1,1,1,1
"12011","Rey_Lo",1,1,1,1
"12012","rey_of_sunlight",1,1,1,1
"12013","Rey_Ren_Finn_Poe",1,1,1,1
"12014","Rey_Skywalker12 (EaManning)",1,1,1,1
"12015","reyalorian",2,2,1,1
"12016","ReyAndor19",54,10.8,2.17333333333333,1.01333333333333
"12017","Reyavie",1,1,1,1
"12018","Reybelle",2,1,1,1
"12019","reybencyera",5,2.5,1.16666666666667,1
"12020","ReyErso5280",2,1,1,1
"12021","reyiosa",1,1,1,1
"12022","Reykenobi68",2,1,1,1
"12023","ReyKryzeKenobi",1,1,1,1
"12024","ReyKSkywalker",1,1,1,1
"12025","reyl0s",2,2,1,1
"12026","reylly_obiwan",4,2,1,1
"12027","Reylo_of_light",7,2.33333333333333,1,1
"12028","Reylo713",1,1,1,1
"12029","ReyloAreHairGoals",1,1,1,1
"12030","ReyloBrit",2,1,1,1
"12031","reylocalligraphy",5,2.5,1,1
"12032","reylocaltrash",1,1,1,1
"12033","reylocmv",3,1.5,1.5,1
"12034","ReyloIsCanon2019s_Mom",1,1,1,1
"12035","reyloise",1,1,1,1
"12036","reyloisrealo",1,1,1,1
"12037","Reylolove48",1,1,1,1
"12038","reylomami",2,1,1,1
"12039","reylosea",1,1,1,1
"12040","ReyloSkywalker",1,1,1,1
"12041","reylotraash",3,1,1,1
"12042","reylotrash711",8,2,1.0625,1
"12043","reylotrashpiler (Hosnianprime)",1,1,1,1
"12044","reyloxsw",1,1,1,1
"12045","reynavada",4,4,1.33333333333333,1
"12046","reynesofcastamere",1,1,1,1
"12047","reynovna",1,1,1,1
"12048","reyofdarkness (mitslits)",3,1,1,1
"12049","ReyReySolo",3,3,3,1
"12050","Reysagents",3,3,1.5,1
"12051","reysbeskar",1,1,1,1
"12052","reyslovebot",1,1,1,1
"12053","reysstardust",3,1.5,1,1
"12054","reystars",4,1.33333333333333,1.33333333333333,1
"12055","reyswritersbloc",1,1,1,1
"12056","Reythemandalor",12,6,1.14285714285714,1
"12057","reyva_foreyva",1,1,1,1
"12058","reywritesstuff",1,1,1,1
"12059","rfeyra",1,1,1,1
"12060","rgii55447",1,1,1,1
"12061","Rhea",2,1,1,1
"12062","Rhea314 (Rhea)",1,1,1,1
"12063","RheaShay",1,1,1,1
"12064","Rhi_rhi",1,1,1,1
"12065","Rhiannon87",3,1.5,1.5,1
"12066","RhiannonOfTheRoses",1,1,1,1
"12067","RhianthiAlritak",2,1,1,1
"12068","rhiaofthemyscira",1,1,1,1
"12069","Rhiw",1,1,1,1
"12070","rho_nin",3,3,1,1
"12071","Rhododendroves",1,1,1,1
"12072","rhodopsin",1,1,1,1
"12073","rhole",1,1,1,1
"12074","rhydonium",1,1,1,1
"12075","RhymesoftheRenegades",1,1,1,1
"12076","rhymeswithpicard",3,3,1,1
"12077","Rhys_Johns",1,1,1,1
"12078","RhythmLight",1,1,1,1
"12079","Ria Talla (ronia)",3,1.5,1,1
"12080","Riandra (LostWithoutMyDetective)",1,1,1,1
"12081","riaxren",1,1,1,1
"12082","rib14",1,1,1,1
"12083","ricehat",1,1,1,1
"12084","ricelife (euryrice)",2,1,1,1
"12085","ricemilka",1,1,1,1
"12086","RichmanBachard",1,1,1,1
"12087","RickAstley",1,1,1,1
"12088","ricketyhopeful",1,1,1,1
"12089","rickysunshine",3,1.5,1,1
"12090","RiddellLee",1,1,1,1
"12091","Riddikulus42",1,1,1,1
"12092","Riddle_TM",3,1.5,1,1
"12093","RiddleMeEvil",8,8,1,1
"12094","Riddlersroad",1,1,1,1
"12095","riddletear",1,1,1,1
"12096","riffraffes",2,2,2,1
"12097","Riftwalker (Firejay112)",8,4,1.2,1.08333333333333
"12098","right_to_you",1,1,1,1
"12099","Rikali_Lockwood",1,1,1,1
"12100","Rilakkyungsoo",1,1,1,1
"12101","RileeTheRiddler",1,1,1,1
"12102","RileyAnnaOlson",1,1,1,1
"12103","rileywrites",1,1,1,1
"12104","Rilme_Caatl",2,1,1,1
"12105","Rilo",1,1,1,1
"12106","rimahadley",1,1,1,1
"12107","Rin_Okita",7,7,1.75,1
"12108","Rina_san28",6,1.5,1.5,1
"12109","Rindemption",1,1,1,1
"12110","Rindemption (orphan_account)",1,1,1,1
"12111","Rinedin",2,2,1,1
"12112","Ring (Sanna_Black_Slytherin)",1,1,1,1
"12113","ring_my_bell",1,1,1,1
"12114","RingingSilence",2,1,1,1
"12115","RingThroughSpace",1,1,1,1
"12116","rinnagin",1,1,1,1
"12117","Rinnagirl",2,1,1,1
"12118","rinnfey",3,1.5,1,1
"12119","rinnysta",1,1,1,1
"12120","RinoaHeart",1,1,1,1
"12121","rinskiroo",24,4.8,1.77333333333333,1
"12122","Rintama",1,1,1,1
"12123","RinTheSpadeQuing",6,3,1.125,1
"12124","rinwins",3,3,1.5,1
"12125","Rion_Nik",1,1,1,1
"12126","rioverua",5,2.5,1.75,1
"12127","RioVoltaire",1,1,1,1
"12128","Ripki",7,1.4,1,1
"12129","Ripley (mothdogs)",1,1,1,1
"12130","Rippahhhh_endgame",1,1,1,1
"12131","Rise_of_Lilith",1,1,1,1
"12132","riselioness",8,4,1.58333333333333,1.125
"12133","risemyangel",1,1,1,1
"12134","Rising_Dawn",1,1,1,1
"12135","RisingFireDragon",1,1,1,1
"12136","risinggreatness",20,10,2.79166666666667,1.08333333333333
"12137","RisingShadows",5,5,1.66666666666667,1
"12138","Ritsuka_san",2,1,1,1
"12139","RITUALIZED",1,1,1,1
"12140","Riv_ika",5,1.66666666666667,1,1
"12141","RivanWarrioress",1,1,1,1
"12142","Rivendale",1,1,1,1
"12143","River_of_Dawn",3,1,1,1
"12144","Riverdaughter",5,5,1.25,1
"12145","RiverK",1,1,1,1
"12146","riverofsundew",5,5,1.25,1
"12147","Riverspirit86",2,1,1,1
"12148","Rivkah_Tales (AuthoressOfLife)",3,3,1.5,1
"12149","Rivulet027",1,1,1,1
"12150","Riyo",1,1,1,1
"12151","RK_Striker_JK_5",4,4,2,1
"12152","rktho_writes",11,3.66666666666667,1.13333333333333,1
"12153","RLEA",1,1,1,1
"12154","RMWrites",20,10,1.9047619047619,1
"12155","rnr4ev",1,1,1,1
"12156","ro_moray",8,4,1.5,1
"12157","Ro29",59,19.6666666666667,2.42121212121212,1.05638888888889
"12158","roamingaustenites",2,1,1,1
"12159","RoamingNymph",1,1,1,1
"12160","roane",10,3.33333333333333,1.83333333333333,1
"12161","roanegraphics (roane)",7,3.5,1.25,1
"12162","Roanoke_Wilde",2,2,1,1
"12163","RoaryUK",1,1,1,1
"12164","roasted-frog-legs (HelloMyNameIsAlias)",1,1,1,1
"12165","robaca (goodlamb)",1,1,1,1
"12166","Robin Hill (Mythichistorian)",1,1,1,1
"12167","Robin_Grey15",1,1,1,1
"12168","RobinAbbey",1,1,1,1
"12169","robinasnyder",5,1.25,1,1
"12170","RobinCase",4,2,1.5,1
"12171","RobinLorin",1,1,1,1
"12172","RobinMistySaddle",1,1,1,1
"12173","RobinPlaysTrumpet15",29,9.66666666666667,1.56666666666667,1.02666666666667
"12174","RobinRoost",2,2,1,1
"12175","RobinTrigue",1,1,1,1
"12176","robinyourcreator",10,3.33333333333333,1.25,1
"12177","Robinz",5,2.5,1,1
"12178","robodork",1,1,1,1
"12179","robolife",1,1,1,1
"12180","robotboy",8,4,1.125,1.125
"12181","RobotCryBaby",6,1.2,1,1
"12182","RoboticCat",1,1,1,1
"12183","robotnoy",1,1,1,1
"12184","Robyn_Runestone",1,1,1,1
"12185","rocccy",2,2,2,1
"12186","Rochester Ren (LigeiaResurrected)",2,2,1,2
"12187","rockcandyshrike",7,1.75,1,1
"12188","Rocketbride",1,1,1,1
"12189","Rocketpropelled_Taco_Van",1,1,1,1
"12190","Rockyxwan",3,1.5,1,1
"12191","Rod13369",1,1,1,1
"12192","RoeDusk",1,1,1,1
"12193","Roemerschanze",4,2,1,1
"12194","Roen_Finch",1,1,1,1
"12195","roepoe",2,2,1,1
"12196","RoEstel",1,1,1,1
"12197","RogersBz14",1,1,1,1
"12198","Rogue_Bard",1,1,1,1
"12199","Rogue_Elris",1,1,1,1
"12200","RogueCompanion",1,1,1,1
"12201","RogueFlight",1,1,1,1
"12202","RogueFoxPaws",2,2,1,1
"12203","RogueGona",2,2,1,1
"12204","roguekenobi1995",1,1,1,1
"12205","RogueLadySabyne (AngelicSabyne)",3,1.5,1,1
"12206","RogueLadyVader (LaylaYuy)",1,1,1,1
"12207","rogueonestan",20,10,1.77083333333333,1
"12208","RoguePrincessDanie86",2,1,1,1
"12209","RogueQuakeWitch",1,1,1,1
"12210","rogueshadows",24,4.8,1.34444444444444,1
"12211","Roguesyrene",1,1,1,1
"12212","RogueTeapot",1,1,1,1
"12213","roguewn",1,1,1,1
"12214","roguewonder",10,2.5,1.08333333333333,1
"12215","roguewriter",4,1.33333333333333,1.33333333333333,1
"12216","Rokocon",1,1,1,1
"12217","rokosourobouros",1,1,1,1
"12218","RolandRay16",1,1,1,1
"12219","Roll_Traktor",1,1,1,1
"12220","RollingInTheStars",2,2,1,1
"12221","rollyjogering",1,1,1,1
"12222","romajstorovic",1,1,1,1
"12223","romanesque",1,1,1,1
"12224","romanitas",4,1.33333333333333,1,1
"12225","Romanroyale",1,1,1,1
"12226","romanticinpanic",8,4,1.25,1
"12227","RomanticizingIcarus",1,1,1,1
"12228","romocon",1,1,1,1
"12229","Ron4818",1,1,1,1
"12230","Rondine",1,1,1,1
"12231","roneliaa",2,2,1,1
"12232","RoninReverie",16,8,1.625,1
"12233","Ronni_Right",1,1,1,1
"12234","RonnieRedmayne",2,1,1,1
"12235","Rook_Sever",1,1,1,1
"12236","RookieOneWrites",3,1.5,1,1
"12237","roonilwazlibnthe1_2bloodprince",1,1,1,1
"12238","RoosterDonkey",1,1,1,1
"12239","roryheadmav",1,1,1,1
"12240","RoryKurago",1,1,1,1
"12241","rorypilot",2,2,1,1
"12242","roryteller",2,2,1,1
"12243","Rosa_Cotton",1,1,1,1
"12244","Rosa2495",1,1,1,1
"12245","RosaleeLuAnn",1,1,1,1
"12246","RosaleenBan",1,1,1,1
"12247","rosaleendhu",1,1,1,1
"12248","rosalina2124",1,1,1,1
"12249","RosalindsGhost",1,1,1,1
"12250","RosaMacchio",4,1.33333333333333,1,1
"12251","Rosamund_C",1,1,1,1
"12252","Rosbridge",2,2,1,1
"12253","rose_court",1,1,1,1
"12254","rose_griffes",3,1.5,1,1
"12255","rose_of_gabriel",8,2,1.33333333333333,1
"12256","rose_willow",1,1,1,1
"12257","roseandheather",1,1,1,1
"12258","roseandremus",1,1,1,1
"12259","rosecake",6,2,1,1
"12260","Roselightfairy",1,1,1,1
"12261","roselightsaber",11,2.75,1.75,1
"12262","RoseLove98",1,1,1,1
"12263","Rosencrantz",1,1,1,1
"12264","rosensilence",3,1.5,1,1
"12265","roseofchaos",1,1,1,1
"12266","rosepetalfall",9,1.5,1.16666666666667,1
"12267","RosePointe",3,1.5,1,1
"12268","roses_for_marianne",1,1,1,1
"12269","Roses_for_Readers",1,1,1,1
"12270","rosesofbasilandclover",1,1,1,1
"12271","rosestone",1,1,1,1
"12272","roseszain",3,3,1,1
"12273","rosetintedlightsaber",1,1,1,1
"12274","rosetwopointoh",1,1,1,1
"12275","rosewindow",1,1,1,1
"12276","rosewitches",1,1,1,1
"12277","Rosewolf24",2,1,1,1
"12278","Roseyraconteur24",1,1,1,1
"12279","Rosie_Dayze",1,1,1,1
"12280","RosieIce",1,1,1,1
"12281","rossequartzz",2,2,2,1
"12282","rostovslover",3,1.5,1,1
"12283","rosweldrmr",1,1,1,1
"12284","Roswellian",1,1,1,1
"12285","rosydays",1,1,1,1
"12286","rosytonics",4,1.33333333333333,1,1
"12287","Roterwolkenvogel",1,1,1,1
"12288","rotg5311",1,1,1,1
"12289","ROTSforlife",2,2,2,1
"12290","roughmagic",1,1,1,1
"12291","roundtriptojupiter",1,1,1,1
"12292","RovakPotter82",1,1,1,1
"12293","Rovent",1,1,1,1
"12294","RoverMaelstrom",1,1,1,1
"12295","RovingRanger",7,2.33333333333333,1.5,1
"12296","RovingRomy",1,1,1,1
"12297","Rowanartist",4,2,1,1
"12298","RowanSparrow",8,4,1.08333333333333,1
"12299","RowboatCop",2,2,2,1
"12300","Rowena_Bensel",1,1,1,1
"12301","RowenaInRed",1,1,1,1
"12302","rowjfal",2,2,1,1
"12303","rowofstars",1,1,1,1
"12304","rowrowmyboat",1,1,1,1
"12305","RoxanneDarknight (Starkthespark98)",1,1,1,1
"12306","Roxart",1,1,1,1
"12307","roxiefierce",1,1,1,1
"12308","Royal Owl Rose (AngelofAlderaan)",1,1,1,1
"12309","royal_chandler",2,2,1,1
"12310","royaltimelady",1,1,1,1
"12311","roza_alba",1,1,1,1
"12312","Rozalia",1,1,1,1
"12313","rprambles",4,2,1,1
"12314","RSC1995",3,1.5,1,1
"12315","rthstewart",9,1.8,1.2,1
"12316","Rubicksmaster",1,1,1,1
"12317","rubric",3,3,1.5,1
"12318","Ruby_Silverstar",14,4.66666666666667,1.19047619047619,1
"12319","rubychatterbox",1,1,1,1
"12320","rubydragonz",1,1,1,1
"12321","Rubymoon_Snape",1,1,1,1
"12322","RubyStiff89",2,1,1,1
"12323","rudbeckia",1,1,1,1
"12324","Rudbeckia_bicolor",1,1,1,1
"12325","Rudymer",1,1,1,1
"12326","ruffaled",2,2,2,1
"12327","ruffaloon",1,1,1,1
"12328","ruinofsilver",1,1,1,1
"12329","Rulimaquina",2,1,1,1
"12330","rumble_fish",2,2,2,1
"12331","rumiandthor",2,1,1,1
"12332","ruminspector",1,1,1,1
"12333","runaway_gerbil",1,1,1,1
"12334","runningfromrealitytoanime",2,2,2,1
"12335","RustedUrsa",3,1.5,1.5,1
"12336","rustic_space_fiddle",4,1.33333333333333,1,1
"12337","Rustycat16",2,2,2,1
"12338","Ruta",3,1,1,1
"12339","Ruta_Penta",1,1,1,1
"12340","Ruuger",5,1.66666666666667,1,1
"12341","Ruusaan_Giiren_the_Writer (FarfetchedGrasshounds)",5,2.5,1.16666666666667,1
"12342","ruuutabaga",2,2,2,1
"12343","Ruvaire",1,1,1,1
"12344","RWGGrace",1,1,1,1
"12345","rxn",1,1,1,1
"12346","rxsecret",2,1,1,1
"12347","ry_chu",1,1,1,1
"12348","Ry_Sabir",1,1,1,1
"12349","Ryah_Ignis",2,1,1,1
"12350","RyanTheDark",3,1.5,1,1
"12351","Ryanzurafa",1,1,1,1
"12352","Ryenan",5,5,1.66666666666667,1
"12353","RyFiclets (pugglemuggle)",1,1,1,1
"12354","ryfkah",2,1,1,1
"12355","RyouheiAkane",1,1,1,1
"12356","Ryska",2,1,1,1
"12357","rythmicjea",1,1,1,1
"12358","ryucreates",1,1,1,1
"12359","Ryudomira",1,1,1,1
"12360","Ryuutchi",1,1,1,1
"12361","Ryxl",1,1,1,1
"12362","RZR_SK8",2,1,1,1
"12363","s_521",1,1,1,1
"12364","S_anne",5,2.5,1,1
"12365","S_C_G",5,2.5,1.5,1
"12366","s_ecrivain",1,1,1,1
"12367","S_G_Dorrity",2,1,1,1
"12368","s_quire",1,1,1,1
"12369","s_word",3,1.5,1,1
"12370","s0lkoroleva",4,4,1,1
"12371","S10StarWarsFan",3,1.5,1,1
"12372","S3ruma",1,1,1,1
"12373","saalem",1,1,1,1
"12374","Saathi1013",1,1,1,1
"12375","Saberhagen",1,1,1,1
"12376","sabers",1,1,1,1
"12377","Saberteller",1,1,1,1
"12378","Sabi",1,1,1,1
"12379","sabinelagrande",2,1,1,1
"12380","Sabis_dream_world",1,1,1,1
"12381","sableeclair",1,1,1,1
"12382","sabrina",9,2.25,1.125,1.125
"12383","SabrinaCarpenterIsMySpiritAnimal",5,5,1.66666666666667,1.25
"12384","sabxism",4,2,1,1
"12385","sackstiel",1,1,1,1
"12386","Sacred__Oasis",2,2,1,1
"12387","sacredORDINARYdays",7,3.5,1.25,1
"12388","SacredPanda",1,1,1,1
"12389","sad_lordy",1,1,1,1
"12390","sad_pterodactyl",4,4,1,1
"12391","sad_raven",2,1,1,1
"12392","sadboykylo",1,1,1,1
"12393","SadBunn",2,2,1,1
"12394","sadcypress",1,1,1,1
"12395","Sadie1902",4,2,1,1
"12396","sadieandor",7,1.75,1.25,1
"12397","Sadisticsparkle (sadisticsparkle)",2,2,1,1
"12398","sadlikeknives",1,1,1,1
"12399","SadLittleHero",1,1,1,1
"12400","Sadpoet23",1,1,1,1
"12401","Saelind",2,1,1,1
"12402","saellys",5,1.66666666666667,1.16666666666667,1
"12403","Saentorine",1,1,1,1
"12404","Saetha",1,1,1,1
"12405","Saettore",5,1.66666666666667,1.16666666666667,1
"12406","safarigirlsp",1,1,1,1
"12407","safarikalamari",10,5,1.5,1
"12408","Safe_urself_kill_em_all",4,4,2,1
"12409","SafetyThirst",1,1,1,1
"12410","saffron_saturn",2,2,1,1
"12411","Safinyt (HamartiaGrander)",2,1,1,1
"12412","Safire1999",4,1.33333333333333,1,1
"12413","Sagamore",1,1,1,1
"12414","sage_h72",1,1,1,1
"12415","sagebrush",2,2,2,1
"12416","SageGarnish",1,1,1,1
"12417","Sagemaster",1,1,1,1
"12418","sageskyguy",1,1,1,1
"12419","Saghir",1,1,1,1
"12420","sagitariarus",1,1,1,1
"12421","sagittarian_dragon",1,1,1,1
"12422","SahFriendly",1,1,1,1
"12423","saiditallbefore",19,3.8,1.11666666666667,1
"12424","Sailboatstudios",1,1,1,1
"12425","sailboatsupernova",11,2.2,1,1
"12426","sailingthenightsea",2,2,2,1
"12427","Sailor Bluestar (sailorbluestar)",2,1,1,1
"12428","SailorSol",8,2,1.125,1
"12429","SailorSun1998",1,1,1,1
"12430","sailorverna",1,1,1,1
"12431","SainaTsukino",1,1,1,1
"12432","saintmichaelthearchangel",1,1,1,1
"12433","saintsurvivor",1,1,1,1
"12434","SaintTethys (noirCellist)",1,1,1,1
"12435","Saj_te_Gyuhyall",1,1,1,1
"12436","sakamoon (Sakamoon)",1,1,1,1
"12437","Saklani",2,2,2,1
"12438","sakshich198326",1,1,1,1
"12439","sakuramai",8,4,1.25,1
"12440","sakurasencha",1,1,1,1
"12441","salamanderinspace",6,2,1.16666666666667,1
"12442","salamisato",1,1,1,1
"12443","salanaland",5,2.5,1.5,1
"12444","SalarShushan",1,1,1,1
"12445","salenaRD",1,1,1,1
"12446","salinarain",1,1,1,1
"12447","SalineTrash",1,1,1,1
"12448","Salkarda",1,1,1,1
"12449","Sally_the_Sunflower",1,1,1,1
"12450","SallyPejr",11,2.75,1.375,1.05
